"Meetnet";"ID";"IDPlots";"Jaar";"Habitattype";"Habitatsubtype";"Versie";"SBZH";"DatasetToestand";"PlotWeightToestand";"StratumWeightToestand";"WeightCombToestand";"DatasetTrend";"PlotWeightTrend";"StratumWeightTrend";"WeightCombTrend";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek";"Index";"Index_zb"
"PINK";"IV2017100113000440";"hz_02";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,211;0,667
"PINK";"IV2017100113000441";"hz_03";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0;1
"PINK";"IV2017100113000441";"hz_03";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,222;0,667
"PINK";"IV2017100113000444";"hz_28";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,037;0,967
"PINK";"IV2017100113000444";"hz_28";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,227;0,644
"PINK";"IV2017100113000445";"hz_29";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,096;1
"PINK";"IV2017100113000445";"hz_29";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,216;0,667
"PINK";"IV2017100113000446";"hz_36";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;-0,011;0,967
"PINK";"IV2017100113000446";"hz_36";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,201;0,622
"PINK";"IV2017100113000449";"hz_48";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;-0,005;1
"PINK";"IV2017100113000449";"hz_48";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,2;0,667
"PINK";"IV2017100113000450";"hz_49";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;-0,057;0,783
"PINK";"IV2017100113000450";"hz_49";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,083;0,315
"PINK";"IV2017100113000455";"hz_91";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,223;0,983
"PINK";"IV2017100113000455";"hz_91";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,251;0,656
"PINK";"IV2017100113000456";"hz_92";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,045;1
"PINK";"IV2017100113000456";"hz_92";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,302;0,667
"PINK";"IV2017100113000457";"hz_93";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,048;1
"PINK";"IV2017100113000457";"hz_93";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,313;0,667
"PINK";"IV2017100113000458";"hz_94";2016;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,058;0,983
"PINK";"IV2017100113000458";"hz_94";2016;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,207;0,656
"PINK";"IV2017100113000464";"ij_03";2007;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,087;0,967
"PINK";"IV2017100113000464";"ij_03";2007;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,217;0,622
"PINK";"IV2017100113000465";"ij_03";2013;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,085;0,901
"PINK";"IV2017100113000465";"ij_03";2013;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,178;0,556
"PINK";"IV2017100113000466";"ij_04";2009;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,114;0,883
"PINK";"IV2017100113000466";"ij_04";2009;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,203;0,589
"PINK";"IV2017100113000467";"ij_04";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,199;0,967
"PINK";"IV2017100113000467";"ij_04";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,228;0,644
"PINK";"IV2017100113000468";"ij_05";2007;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,139;0,917
"PINK";"IV2017100113000468";"ij_05";2007;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,234;0,612
"PINK";"IV2017100113000469";"ij_05";2013;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,179;0,95
"PINK";"IV2017100113000469";"ij_05";2013;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,22;0,634
"PINK";"IV2017100113000472";"ij_07";2007;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,177;0,854
"PINK";"IV2017100113000472";"ij_07";2007;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,212;0,546
"PINK";"IV2017100113000473";"ij_07";2013;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,144;0,803
"PINK";"IV2017100113000473";"ij_07";2013;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,205;0,512
"PINK";"IV2017100113000474";"ij_08";2007;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;-0,021;0,917
"PINK";"IV2017100113000474";"ij_08";2007;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,205;0,589
"PINK";"IV2017100113000475";"ij_08";2013;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,075;0,917
"PINK";"IV2017100113000475";"ij_08";2013;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,201;0,589
"PINK";"IV2017100113000478";"ij_10";2009;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,186;0,917
"PINK";"IV2017100113000478";"ij_10";2009;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,247;0,589
"PINK";"IV2017100113000479";"ij_10";2013;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,123;0,852
"PINK";"IV2017100113000479";"ij_10";2013;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,202;0,568
"PINK";"IV2017100113000480";"ij_11";2007;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;-0,063;0,748
"PINK";"IV2017100113000480";"ij_11";2007;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,114;0,336
"PINK";"IV2017100113000481";"ij_11";2013;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,165;0,341
"PINK";"IV2017100113000481";"ij_11";2013;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,004;0,011
"PINK";"IV2017100113000482";"ij_12";2009;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,136;0,95
"PINK";"IV2017100113000482";"ij_12";2009;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,236;0,611
"PINK";"IV2017100113000483";"ij_12";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,088;0,713
"PINK";"IV2017100113000483";"ij_12";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,159;0,38
"PINK";"IV2017100113000485";"ij_14";2009;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,09;0,967
"PINK";"IV2017100113000485";"ij_14";2009;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,247;0,645
"PINK";"IV2017100113000486";"ij_14";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;0,04;0,967
"PINK";"IV2017100113000486";"ij_14";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,264;0,645
"PINK";"IV2017100113000487";"ij_15";2009;2190;"2190_mp";"Versie 2.0";"Binnen";FALSE;1;0,168181818181818;0,168181818181818;TRUE;1;0,2;0,2;3;5;0;60;1;0,107;0,533
"PINK";"IV2017100113000487";"ij_15";2009;2190;"2190_mp";"Versie 3";"Binnen";FALSE;1;0,168181818181818;0,168181818181818;TRUE;1;0,2;0,2;4;5;0;80;1;0,212;0,353
"PINK";"IV2017100113000488";"ij_15";2014;2190;"2190_mp";"Versie 2.0";"Binnen";FALSE;1;0,168181818181818;0,168181818181818;TRUE;1;0,2;0,2;3;5;0;60;1;0,135;0,603
"PINK";"IV2017100113000488";"ij_15";2014;2190;"2190_mp";"Versie 3";"Binnen";FALSE;1;0,168181818181818;0,168181818181818;TRUE;1;0,2;0,2;4;5;0;80;1;0,24;0,4
"PINK";"IV2017100113000489";"ij_16";2009;2170;"2170";"Versie 2.0";"Binnen";FALSE;1;6,88181818181818;6,88181818181818;TRUE;1;7,57;7,57;3;4;0;75;1;0,172;0,547
"PINK";"IV2017100113000489";"ij_16";2009;2170;"2170";"Versie 3";"Binnen";FALSE;1;6,88181818181818;6,88181818181818;TRUE;1;7,57;7,57;2;5;1;40;0;0,252;0,48
"PINK";"IV2017100113000490";"ij_16";2014;2170;"2170";"Versie 2.0";"Binnen";TRUE;1;6,88181818181818;6,88181818181818;TRUE;1;7,57;7,57;2;4;1;50;0;0,033;-0,04
"PINK";"IV2017100113000490";"ij_16";2014;2170;"2170";"Versie 3";"Binnen";TRUE;1;6,88181818181818;6,88181818181818;TRUE;1;7,57;7,57;2;5;1;40;0;0,272;0,374
"PINK";"IV2017100113000491";"ka_01";2009;2160;"2160";"Versie 2.0";"Binnen";FALSE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;4;5;0;80;1;0,638;1
"PINK";"IV2017100113000491";"ka_01";2009;2160;"2160";"Versie 3";"Binnen";FALSE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;3;4;0;75;1;0,6;1
"PINK";"IV2017100113000492";"ka_01";2013;2160;"2160";"Versie 2.0";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;4;5;0;80;1;0,624;1
"PINK";"IV2017100113000492";"ka_01";2013;2160;"2160";"Versie 3";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;3;4;0;75;1;0,6;1
"PINK";"IV2017100113000493";"ka_02";2009;2190;"2190_mp";"Versie 2.0";"Binnen";FALSE;1;0,168181818181818;0,168181818181818;TRUE;1;0,2;0,2;2;5;1;40;0;0,116;0,324
"PINK";"IV2017100113000493";"ka_02";2009;2190;"2190_mp";"Versie 3";"Binnen";FALSE;1;0,168181818181818;0,168181818181818;TRUE;1;0,2;0,2;3;5;1;60;0;0,038;0,063
"PINK";"IV2017100113000494";"ka_02";2013;2190;"2190_mp";"Versie 2.0";"Binnen";FALSE;1;0,168181818181818;0,168181818181818;TRUE;1;0,2;0,2;5;5;0;100;1;0,411;0,455
"PINK";"IV2017100113000494";"ka_02";2013;2190;"2190_mp";"Versie 3";"Binnen";FALSE;1;0,168181818181818;0,168181818181818;TRUE;1;0,2;0,2;4;5;0;80;1;0,247;0,301
"PINK";"IV2017100113000495";"kd_01";2012;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,14;0,967
"PINK";"IV2017100113000495";"kd_01";2012;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,3;0,644
"PINK";"IV2017100113000496";"kd_02";2012;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,072;0,697
"PINK";"IV2017100113000496";"kd_02";2012;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,185;0,465
"PINK";"IV2017100113000497";"kd_03";2012;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,207;0,917
"PINK";"IV2017100113000497";"kd_03";2012;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,236;0,567
"PINK";"IV2017100113000498";"kd_04";2012;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,272;0,045
"PINK";"IV2017100113000498";"kd_04";2012;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;9;2;44,4444444444444;0;-0,21;-0,297
"PINK";"IV2017100113000499";"kd_06";2012;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;-0,096;0,444
"PINK";"IV2017100113000499";"kd_06";2012;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;FALSE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,045;0,195
"PINK";"IV2017100113000500";"kd_07";2012;2160;"2160";"Versie 2.0";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;FALSE;1;19,38125;19,38125;3;5;0;60;1;0,2;1
"PINK";"IV2017100113000500";"kd_07";2012;2160;"2160";"Versie 3";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;FALSE;1;19,38125;19,38125;3;4;0;75;1;0,5;1
"PINK";"IV2017100113000513";"nd_01";2007;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,152;0,202
"PINK";"IV2017100113000513";"nd_01";2007;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;9;2;44,4444444444444;0;-0,057;-0,171
"PINK";"IV2017100113000514";"nd_01";2010;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,092;0,442
"PINK";"IV2017100113000514";"nd_01";2010;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,016;0,073
"PINK";"IV2017100113000515";"nd_01";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,079;0,294
"PINK";"IV2017100113000515";"nd_01";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;9;2;44,4444444444444;0;-0,011;-0,118
"PINK";"IV2017100113000516";"nd_02";2006;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;1;50;0;-0,037;0,355
"PINK";"IV2017100113000516";"nd_02";2006;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;9;2;33,3333333333333;0;-0,11;-0,053
"PINK";"IV2017100113000517";"nd_02";2007;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,132;0,212
"PINK";"IV2017100113000517";"nd_02";2007;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;9;2;44,4444444444444;0;-0,061;-0,183
"PINK";"IV2017100113000518";"nd_02";2010;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,15;0,656
"PINK";"IV2017100113000518";"nd_02";2010;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,101;0,202
"PINK";"IV2017100113000519";"nd_02";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,045;0,521
"PINK";"IV2017100113000519";"nd_02";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;0;55,5555555555556;1;-0,034;0,102
"PINK";"IV2017100113000520";"nd_03";2009;2160;"2160";"Versie 2.0";"Binnen";FALSE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;4;5;0;80;1;0,598;1
"PINK";"IV2017100113000520";"nd_03";2009;2160;"2160";"Versie 3";"Binnen";FALSE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;3;4;0;75;1;0,5;1
"PINK";"IV2017100113000521";"nd_03";2014;2160;"2160";"Versie 2.0";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;4;5;0;80;1;0,73;1
"PINK";"IV2017100113000521";"nd_03";2014;2160;"2160";"Versie 3";"Binnen";TRUE;1;15,1268292682927;15,1268292682927;TRUE;1;19,38125;19,38125;3;4;0;75;1;0,6;1
"PINK";"IV2017100113000522";"nd_04";2006;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;1;50;0;0,089;0,498
"PINK";"IV2017100113000522";"nd_04";2006;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,127;0,332
"PINK";"IV2017100113000523";"nd_04";2007;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;1;50;0;0,085;0,35
"PINK";"IV2017100113000523";"nd_04";2007;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,133;0,233
"PINK";"IV2017100113000524";"nd_04";2010;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;8;0;62,5;1;0,212;0,934
"PINK";"IV2017100113000524";"nd_04";2010;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,263;0,623
"PINK";"IV2017100113000525";"nd_04";2014;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;8;0;75;1;0,34;0,95
"PINK";"IV2017100113000525";"nd_04";2014;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,269;0,634
"PINK";"IV2017100113000526";"nd_05";2009;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,205;0,181
"PINK";"IV2017100113000526";"nd_05";2009;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;-0,041;-0,123
"PINK";"IV2017100113000527";"nd_05";2013;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,106;0,383
"PINK";"IV2017100113000527";"nd_05";2013;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,014;0,034
"PINK";"IV2017100113000528";"nd_06";2007;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;3;8;1;37,5;0;-0,18;0,281
"PINK";"IV2017100113000528";"nd_06";2007;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,018;0,053
"PINK";"IV2017100113000529";"nd_06";2010;2130;"2130_hd";"Versie 2.0";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;-0,029;0,918
"PINK";"IV2017100113000529";"nd_06";2010;2130;"2130_hd";"Versie 3";"Binnen";FALSE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;6;9;0;66,6666666666667;1;0,167;0,567
"PINK";"IV2017100113000530";"nd_06";2012;2130;"2130_hd";"Versie 2.0";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;4;8;0;50;0;-0,044;0,675
"PINK";"IV2017100113000530";"nd_06";2012;2130;"2130_hd";"Versie 3";"Binnen";TRUE;1;3,91446540880503;3,91446540880503;TRUE;1;6,16237623762376;6,16237623762376;5;9;1;55,5555555555556;0;0,045;0,268
