"";"ID";"Habitattype";"RecordingGivid";"UserReference";"LocationCode";"Observer";"VagueDateBegin";"Kolom1";"Betrouwbaarheid";"Waterpeil";"Regio";"SBZH";"ID_Plas";"OppKl";"Oppervlakte_plas";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"Waarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"103";"AN_BOG_001_3130n_17";"3130_na";"IV2017121311393451";"AN_BOG_001_3130n_17";"AN_BOG_001";"Vincent Smeekens";"2017-09-28";"AN_BOG_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"17563";"5 ha < Opp < 50 ha";65589,871109;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1246;"435";435;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"104";"AN_BOG_001_3130n_17";"3130_na";"IV2017121311393451";"AN_BOG_001_3130n_17";"AN_BOG_001";"Vincent Smeekens";"2017-09-28";"AN_BOG_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"17563";"5 ha < Opp < 50 ha";65589,871109;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1255;"755";755;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"10";"observatie";100;FALSE;0
"105";"AN_BOG_001_3130n_17";"3130_na";"IV2017121311393451";"AN_BOG_001_3130n_17";"AN_BOG_001";"Vincent Smeekens";"2017-09-28";"AN_BOG_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"17563";"5 ha < Opp < 50 ha";65589,871109;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1251;"819";819;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;FALSE;0,005
"106";"AN_BOG_001_3130n_17";"3130_na";"IV2017121311393451";"AN_BOG_001_3130n_17";"AN_BOG_001";"Vincent Smeekens";"2017-09-28";"AN_BOG_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"17563";"5 ha < Opp < 50 ha";65589,871109;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1254;"1827";1827;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"107";"AN_DEB_001_3130a_18";"3130_aom";"IV2018101613204036";"AN_DEB_001_3130a_18";"AN_DEB_001";"Vincent Smeekens";"2018-09-25";"AN_DEB_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"buiten";NA;"Opp <= 1 ha";6362,441292;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1235;"2103";2103;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"5";"observatie";NA;FALSE;NA
"108";"AN_DEB_001_3130a_18";"3130_aom";"IV2018101613204036";"AN_DEB_001_3130a_18";"AN_DEB_001";"Vincent Smeekens";"2018-09-25";"AN_DEB_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"buiten";NA;"Opp <= 1 ha";6362,441292;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1243;"784";784;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"2";"observatie";100;TRUE;0,933333333333333
"109";"AN_DEB_001_3130a_18";"3130_aom";"IV2018101613204036";"AN_DEB_001_3130a_18";"AN_DEB_001";"Vincent Smeekens";"2018-09-25";"AN_DEB_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"buiten";NA;"Opp <= 1 ha";6362,441292;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1234;"425";425;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";15;FALSE;-1
"110";"AN_DEB_001_3130a_18";"3130_aom";"IV2018101613204036";"AN_DEB_001_3130a_18";"AN_DEB_001";"Vincent Smeekens";"2018-09-25";"AN_DEB_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"buiten";NA;"Opp <= 1 ha";6362,441292;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"757";757;"bedekking eutrofiëring";"10";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"1";"observatie";100;TRUE;0,9
"111";"AN_DEB_001_3130a_18";"3130_aom";"IV2018101613204036";"AN_DEB_001_3130a_18";"AN_DEB_001";"Vincent Smeekens";"2018-09-25";"AN_DEB_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"buiten";NA;"Opp <= 1 ha";6362,441292;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"869";869;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;FALSE;0,005
"112";"AN_DEB_001_3130a_18";"3130_aom";"IV2018101613204036";"AN_DEB_001_3130a_18";"AN_DEB_001";"Vincent Smeekens";"2018-09-25";"AN_DEB_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"buiten";NA;"Opp <= 1 ha";6362,441292;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"1836";1836;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"113";"AN_DES_004_3130a_16";"3130_aom";"IV2017042511154407";"AN_DES_004_3130a_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1235;"2103";2103;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"114";"AN_DES_004_3130a_16";"3130_aom";"IV2017042511154407";"AN_DES_004_3130a_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1243;"784";784;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"15";"observatie";100;TRUE;0,5
"115";"AN_DES_004_3130a_16";"3130_aom";"IV2017042511154407";"AN_DES_004_3130a_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1234;"425";425;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"2";"berekend";15;FALSE;-0,333333333333333
"116";"AN_DES_004_3130a_16";"3130_aom";"IV2017042511154407";"AN_DES_004_3130a_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"757";757;"bedekking eutrofiëring";"10";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"5";"observatie";100;TRUE;0,5
"117";"AN_DES_004_3130a_16";"3130_aom";"IV2017042511154407";"AN_DES_004_3130a_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"869";869;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;0
"118";"AN_DES_004_3130a_16";"3130_aom";"IV2017042511154407";"AN_DES_004_3130a_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"1836";1836;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"25";"observatie";100;TRUE;0,166666666666667
"119";"AN_DES_004_3160_16";"3160";"IV2017042511431890";"AN_DES_004_3160_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3160";"Structuur";"horizontale structuur";"rechtstreeks in contact met habitattype 7140_oli of 7110";1;"zb";1282;"1929";1929;"contact met 7110 of 7140_oli";"1";"=";NA;"Ja/nee";NA;"Ja/nee";NA;NA;"0";"observatie";NA;FALSE;NA
"120";"AN_DES_004_3160_16";"3160";"IV2017042511431890";"AN_DES_004_3160_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3160";"Vegetatie";"sleutelsoorten";"minstens 2 sleutelsoorten minstens frequent aanwezig";1;"b";1278;"438";438;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";9;FALSE;-1
"121";"AN_DES_004_3160_16";"3160";"IV2017042511431890";"AN_DES_004_3160_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3160";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1286;"716";716;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"5";"observatie";100;TRUE;0,5
"122";"AN_DES_004_3160_16";"3160";"IV2017042511431890";"AN_DES_004_3160_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3160";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1279;"830";830;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;0
"123";"AN_DES_004_3160_16";"3160";"IV2017042511431890";"AN_DES_004_3160_16";"AN_DES_004";"Vincent Smeekens & Kevin Scheers";"2016-09-15";"AN_DES_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_14413";"Opp <= 1 ha";8308,914497;"Versie 3";"3160";"Verstoring";"verzuring";"<= 30%";1;"zb";1283;"1822";1822;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"10";"observatie";100;TRUE;0,666666666666667
"124";"AN_DVH_001_3130n_18";"3130_na";"IV2018101611291989";"AN_DVH_001_3130n_18";"AN_DVH_001";"Vincent Smeekens & Kevin Scheers";"2018-10-03";"AN_DVH_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5061";"1 ha < Opp <= 5 ha";33767,012237;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1247;"2109";2109;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"125";"AN_DVH_001_3130n_18";"3130_na";"IV2018101611291989";"AN_DVH_001_3130n_18";"AN_DVH_001";"Vincent Smeekens & Kevin Scheers";"2018-10-03";"AN_DVH_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5061";"1 ha < Opp <= 5 ha";33767,012237;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1250;"3";3;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"126";"AN_DVH_001_3130n_18";"3130_na";"IV2018101611291989";"AN_DVH_001_3130n_18";"AN_DVH_001";"Vincent Smeekens & Kevin Scheers";"2018-10-03";"AN_DVH_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5061";"1 ha < Opp <= 5 ha";33767,012237;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1246;"435";435;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"127";"AN_DVH_001_3130n_18";"3130_na";"IV2018101611291989";"AN_DVH_001_3130n_18";"AN_DVH_001";"Vincent Smeekens & Kevin Scheers";"2018-10-03";"AN_DVH_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5061";"1 ha < Opp <= 5 ha";33767,012237;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1255;"755";755;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,95
"128";"AN_DVH_001_3130n_18";"3130_na";"IV2018101611291989";"AN_DVH_001_3130n_18";"AN_DVH_001";"Vincent Smeekens & Kevin Scheers";"2018-10-03";"AN_DVH_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5061";"1 ha < Opp <= 5 ha";33767,012237;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1251;"819";819;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;0
"129";"AN_DVH_001_3130n_18";"3130_na";"IV2018101611291989";"AN_DVH_001_3130n_18";"AN_DVH_001";"Vincent Smeekens & Kevin Scheers";"2018-10-03";"AN_DVH_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5061";"1 ha < Opp <= 5 ha";33767,012237;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1254;"1827";1827;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"130";"AN_DVH_003_3130n_16";"3130_na";"IV2017040309413235";"AN_DVH_003_3130n_16";"AN_DVH_003";"Vincent Smeekens";"2016-09-21";"AN_DVH_003";"hoog";"Normaal";"Atlantisch";"binnen";"8287";"Opp <= 1 ha";9335,065559;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1247;"2109";2109;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"131";"AN_DVH_003_3130n_16";"3130_na";"IV2017040309413235";"AN_DVH_003_3130n_16";"AN_DVH_003";"Vincent Smeekens";"2016-09-21";"AN_DVH_003";"hoog";"Normaal";"Atlantisch";"binnen";"8287";"Opp <= 1 ha";9335,065559;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1250;"3";3;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"30";"observatie";100;FALSE;0
"132";"AN_DVH_003_3130n_16";"3130_na";"IV2017040309413235";"AN_DVH_003_3130n_16";"AN_DVH_003";"Vincent Smeekens";"2016-09-21";"AN_DVH_003";"hoog";"Normaal";"Atlantisch";"binnen";"8287";"Opp <= 1 ha";9335,065559;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1246;"435";435;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"133";"AN_DVH_003_3130n_16";"3130_na";"IV2017040309413235";"AN_DVH_003_3130n_16";"AN_DVH_003";"Vincent Smeekens";"2016-09-21";"AN_DVH_003";"hoog";"Normaal";"Atlantisch";"binnen";"8287";"Opp <= 1 ha";9335,065559;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1255;"755";755;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"1";"observatie";100;TRUE;0,9
"134";"AN_DVH_003_3130n_16";"3130_na";"IV2017040309413235";"AN_DVH_003_3130n_16";"AN_DVH_003";"Vincent Smeekens";"2016-09-21";"AN_DVH_003";"hoog";"Normaal";"Atlantisch";"binnen";"8287";"Opp <= 1 ha";9335,065559;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1251;"819";819;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"80";"observatie";100;FALSE;0,8
"135";"AN_DVH_003_3130n_16";"3130_na";"IV2017040309413235";"AN_DVH_003_3130n_16";"AN_DVH_003";"Vincent Smeekens";"2016-09-21";"AN_DVH_003";"hoog";"Normaal";"Atlantisch";"binnen";"8287";"Opp <= 1 ha";9335,065559;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1254;"1827";1827;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"136";"AN_DVH_004_3130n_16";"3130_na";"IV2017042509585340";"AN_DVH_004_3130n_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1247;"2109";2109;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"137";"AN_DVH_004_3130n_16";"3130_na";"IV2017042509585340";"AN_DVH_004_3130n_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1250;"3";3;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"50";"observatie";100;FALSE;-0,285714285714286
"138";"AN_DVH_004_3130n_16";"3130_na";"IV2017042509585340";"AN_DVH_004_3130n_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1246;"435";435;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"139";"AN_DVH_004_3130n_16";"3130_na";"IV2017042509585340";"AN_DVH_004_3130n_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1255;"755";755;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"5";"observatie";100;TRUE;0,5
"140";"AN_DVH_004_3130n_16";"3130_na";"IV2017042509585340";"AN_DVH_004_3130n_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1251;"819";819;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;0
"141";"AN_DVH_004_3130n_16";"3130_na";"IV2017042509585340";"AN_DVH_004_3130n_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1254;"1827";1827;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"142";"AN_DVH_004_3140_16";"3140";"IV2017042509542011";"AN_DVH_004_3140_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3140";"Structuur";"horizontale structuur";"kranswiervelden > 10 m<U+00B2>";1;"zb";1259;"2111";2111;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"143";"AN_DVH_004_3140_16";"3140";"IV2017042509542011";"AN_DVH_004_3140_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3140";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1263;"788";788;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"40";"observatie";100;FALSE;-0,142857142857143
"144";"AN_DVH_004_3140_16";"3140";"IV2017042509542011";"AN_DVH_004_3140_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3140";"Vegetatie";"sleutelsoorten";"kranswiervelden aanwezig; kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)";1;"b";1262;"2134";2134;"kranswiervelden voor > = 50 % sleutelsoorten";"1";"=";NA;"Ja/nee";NA;"Ja/nee";NA;NA;"1";"observatie";NA;TRUE;NA
"145";"AN_DVH_004_3140_16";"3140";"IV2017042509542011";"AN_DVH_004_3140_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3140";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1266;"752";752;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"5";"observatie";100;TRUE;0,5
"146";"AN_DVH_004_3140_16";"3140";"IV2017042509542011";"AN_DVH_004_3140_16";"AN_DVH_004";"Vincent Smeekens";"2016-08-23";"AN_DVH_004";"hoog";"Normaal";"Atlantisch";"binnen";"9746";"Opp <= 1 ha";465,13797;"Versie 3";"3140";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1258;"822";822;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;0
"147";"AN_DVH_005_3130a_18";"3130_aom";"IV2018101611385572";"AN_DVH_005_3130a_18";"AN_DVH_005";"Vincent Smeekens & An Leyssen";"2018-07-26";"AN_DVH_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5082";"5 ha < Opp < 50 ha";70921,570164;"Versie 3";"3130";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1235;"2103";2103;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"148";"AN_DVH_005_3130a_18";"3130_aom";"IV2018101611385572";"AN_DVH_005_3130a_18";"AN_DVH_005";"Vincent Smeekens & An Leyssen";"2018-07-26";"AN_DVH_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5082";"5 ha < Opp < 50 ha";70921,570164;"Versie 3";"3130";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1243;"784";784;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"149";"AN_DVH_005_3130a_18";"3130_aom";"IV2018101611385572";"AN_DVH_005_3130a_18";"AN_DVH_005";"Vincent Smeekens & An Leyssen";"2018-07-26";"AN_DVH_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5082";"5 ha < Opp < 50 ha";70921,570164;"Versie 3";"3130";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1234;"425";425;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"2";"berekend";15;FALSE;-0,333333333333333
"150";"AN_DVH_005_3130a_18";"3130_aom";"IV2018101611385572";"AN_DVH_005_3130a_18";"AN_DVH_005";"Vincent Smeekens & An Leyssen";"2018-07-26";"AN_DVH_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5082";"5 ha < Opp < 50 ha";70921,570164;"Versie 3";"3130";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"757";757;"bedekking eutrofiëring";"10";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,95
"151";"AN_DVH_005_3130a_18";"3130_aom";"IV2018101611385572";"AN_DVH_005_3130a_18";"AN_DVH_005";"Vincent Smeekens & An Leyssen";"2018-07-26";"AN_DVH_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5082";"5 ha < Opp < 50 ha";70921,570164;"Versie 3";"3130";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"869";869;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;0
"152";"AN_DVH_005_3130a_18";"3130_aom";"IV2018101611385572";"AN_DVH_005_3130a_18";"AN_DVH_005";"Vincent Smeekens & An Leyssen";"2018-07-26";"AN_DVH_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"5082";"5 ha < Opp < 50 ha";70921,570164;"Versie 3";"3130";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"1836";1836;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"3";"observatie";100;TRUE;0,9
