"ID";"Kenmerk";"Waarde";"Vegetatielaag";"TypeKenmerk";"Type";"Invoertype";"Eenheid";"IDPlots";"IDSegments"
"MHK165913";"groeiklasse 6";1;NA;"studiegroep";"Ja/nee";NA;NA;165913;1
"MHK165913";"groeiklasse 7";0;NA;"studiegroep";"Ja/nee";NA;NA;165913;1
"MHK165913";"Kruidlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";165913;1
"MHK165913";"Struiklaag";37,5;NA;"studiegroep";"Percentage";NA;"%";165913;1
"MHK165913";"Boomlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";165913;1
"MHK165913";"Kruidlaag (incl. moslaag)";96,25;NA;"studiegroep";"Percentage";NA;"%";165913;1
"MHK165913";"Alnus glutinosa (L.) Gaertn.";3,89014218031072;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";165913;1
"MHK165913";"Corylus avellana L.";1,45205290757801;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";165913;1
"MHK165913";"Fraxinus excelsior L.";1,5660951289345;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";165913;1
"MHK165913";"Salix";13,4726178252387;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";165913;1
"MHK165913";"Sambucus nigra L.";0,489841519029816;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";165913;1
"MHK16633";"Urtica dioica L.";62,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Rubus";37,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Primula elatior (L.) Hill";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Caltha palustris L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Ranunculus ficaria L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Equisetum telmateia Ehrh.";87,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Glechoma hederacea L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Arum maculatum L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Heracleum mantegazzianum Somm. et Lev.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Galium aparine L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Adoxa moschatellina L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Angelica";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Galeopsis tetrahit L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Veronica hederifolia L. subsp. lucorum (Klett et Richt.) Hartl";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Epipactis";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Geranium robertianum L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Lamium galeobdolon (L.) L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Cirsium palustre (L.) Scop.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Epilobium";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Symphytum";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Sambucus nigra L.";8,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Corylus avellana L.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Alnus glutinosa (L.) Gaertn.";18,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Populus";62,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"Alnus glutinosa (L.) Gaertn.";0,25;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK16633";"groeiklasse 2";0;NA;"studiegroep";"Ja/nee";NA;NA;16633;1
"MHK16633";"groeiklasse 3";0;NA;"studiegroep";"Ja/nee";NA;NA;16633;1
"MHK16633";"groeiklasse 4";1;NA;"studiegroep";"Ja/nee";NA;NA;16633;1
"MHK16633";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;16633;1
"MHK16633";"groeiklasse 6";1;NA;"studiegroep";"Ja/nee";NA;NA;16633;1
"MHK16633";"groeiklasse 7";1;NA;"studiegroep";"Ja/nee";NA;NA;16633;1
"MHK16633";"Kruidlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";16633;1
"MHK16633";"Struiklaag";8,75;NA;"studiegroep";"Percentage";NA;"%";16633;1
"MHK16633";"Boomlaag";62,5;NA;"studiegroep";"Percentage";NA;"%";16633;1
"MHK16633";"Kruidlaag (incl. moslaag)";90;NA;"studiegroep";"Percentage";NA;"%";16633;1
"MHK16633";"Alnus glutinosa (L.) Gaertn.";0,57582146664303;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";16633;1
"MHK16633";"Sambucus nigra L.";0,181044303922699;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";16633;1
"MHK188022";"Carex echinata Murray";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Dryopteris dilatata (Hoffmann) A. Gray";37,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Dryopteris carthusiana (Vill.) H.P. Fuchs";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Holcus mollis L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Lonicera periclymenum L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Frangula alnus Mill.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Amelanchier";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Juncus effusus L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Molinia caerulea (L.) Moench";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Prunus serotina Ehrh.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Taxus baccata L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Ribes rubrum L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Rubus";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Calamagrostis canescens (Weber) Roth";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Quercus rubra L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Ilex aquifolium L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Sorbus aucuparia L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Prunus serotina Ehrh.";18,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Sorbus aucuparia L.";62,5;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Frangula alnus Mill.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Lonicera periclymenum L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Quercus robur L.";18,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Alnus glutinosa (L.) Gaertn.";62,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Betula";18,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"Sorbus aucuparia L.";0,25;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK188022";"groeiklasse 2";1;NA;"studiegroep";"Ja/nee";NA;NA;188022;1
"MHK188022";"groeiklasse 3";1;NA;"studiegroep";"Ja/nee";NA;NA;188022;1
"MHK188022";"groeiklasse 4";1;NA;"studiegroep";"Ja/nee";NA;NA;188022;1
"MHK188022";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;188022;1
"MHK188022";"groeiklasse 6";0;NA;"studiegroep";"Ja/nee";NA;NA;188022;1
"MHK188022";"groeiklasse 7";0;NA;"studiegroep";"Ja/nee";NA;NA;188022;1
"MHK188022";"Kruidlaag";62,5;NA;"studiegroep";"Percentage";NA;"%";188022;1
"MHK188022";"Struiklaag";87,5;NA;"studiegroep";"Percentage";NA;"%";188022;1
"MHK188022";"Boomlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";188022;1
"MHK188022";"Kruidlaag (incl. moslaag)";71,25;NA;"studiegroep";"Percentage";NA;"%";188022;1
"MHK188022";"Alnus glutinosa (L.) Gaertn.";21,4044028678935;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";188022;1
"MHK188022";"Betula pendula";6,24162810247771;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";188022;1
"MHK188022";"Prunus serotina Ehrh.";0,492842827308141;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";188022;1
"MHK188022";"Quercus robur";2,13822921914058;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";188022;1
"MHK188022";"Sorbus aucuparia L.";1,23179275524273;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";188022;1
"MHK198137";"Filipendula ulmaria (L.) Maxim.";62,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Galium aparine L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Urtica dioica L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Carex acutiformis Ehrh.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Valeriana repens Host";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Ranunculus ficaria L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Geranium robertianum L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Adoxa moschatellina L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Ribes rubrum L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Cardamine amara L.";37,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Caltha palustris L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Chrysosplenium oppositifolium L.";62,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Rubus fruticosus groep";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Dryopteris dilatata (Hoffmann) A. Gray";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Poa trivialis L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Angelica sylvestris L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Phalaris arundinacea L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Cirsium oleraceum (L.) Scop.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Anemone nemorosa L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Hedera helix L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Geum urbanum L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Ranunculus repens L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Alnus glutinosa (L.) Gaertn.";18,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Sambucus nigra L.";8,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Corylus avellana L.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Prunus padus L.";8,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Fraxinus excelsior L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Sorbus aucuparia L.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Quercus robur L.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Crataegus monogyna Jacq.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Hedera helix L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Salix alba L.";8,75;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Alnus glutinosa (L.) Gaertn.";87,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Populus x canadensis Moench";18,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Salix alba L.";37,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Acer pseudoplatanus L.";0,25;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Fraxinus excelsior L.";1;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"Hedera helix L.";1;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK198137";"groeiklasse 2";1;NA;"studiegroep";"Ja/nee";NA;NA;198137;1
"MHK198137";"groeiklasse 3";1;NA;"studiegroep";"Ja/nee";NA;NA;198137;1
"MHK198137";"groeiklasse 4";1;NA;"studiegroep";"Ja/nee";NA;NA;198137;1
"MHK198137";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;198137;1
"MHK198137";"groeiklasse 6";1;NA;"studiegroep";"Ja/nee";NA;NA;198137;1
"MHK198137";"groeiklasse 7";0;NA;"studiegroep";"Ja/nee";NA;NA;198137;1
"MHK198137";"Kruidlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";198137;1
"MHK198137";"Struiklaag";37,5;NA;"studiegroep";"Percentage";NA;"%";198137;1
"MHK198137";"Boomlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";198137;1
"MHK198137";"Kruidlaag (incl. moslaag)";90;NA;"studiegroep";"Percentage";NA;"%";198137;1
"MHK198137";"Alnus glutinosa (L.) Gaertn.";27,8465038529804;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";198137;1
"MHK198137";"Fraxinus excelsior L.";1,89436461727113;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";198137;1
"MHK198137";"Salix";4,67641043267753;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";198137;1
"MHK201689";"Urtica dioica L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Lamium galeobdolon (L.) L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Cardamine amara L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Ranunculus ficaria L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Geranium robertianum L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Adoxa moschatellina L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Chrysosplenium oppositifolium L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Circaea lutetiana L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Silene dioica (L.) Clairv.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Anemone nemorosa L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Galium aparine L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Filipendula ulmaria (L.) Maxim.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Galeopsis tetrahit L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Hedera helix L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Veronica montana L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Oxalis acetosella L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Athyrium filix-femina (L.) Roth";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Dryopteris dilatata (Hoffmann) A. Gray";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Sambucus nigra L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Acer pseudoplatanus L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Poa trivialis L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Rubus";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Ranunculus sardous Crantz";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Lamium maculatum L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Glechoma hederacea L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Hyacinthoides non-scripta (L.) Chouard ex Rothm.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Sambucus nigra L.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Corylus avellana L.";1;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Acer pseudoplatanus L.";37,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Populus";62,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Corylus avellana L.";18,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Fagus sylvatica L.";8,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Alnus glutinosa (L.) Gaertn.";8,75;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"Carpinus betulus L.";0,25;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK201689";"groeiklasse 2";1;NA;"studiegroep";"Ja/nee";NA;NA;201689;1
"MHK201689";"groeiklasse 3";0;NA;"studiegroep";"Ja/nee";NA;NA;201689;1
"MHK201689";"groeiklasse 4";1;NA;"studiegroep";"Ja/nee";NA;NA;201689;1
"MHK201689";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;201689;1
"MHK201689";"groeiklasse 6";1;NA;"studiegroep";"Ja/nee";NA;NA;201689;1
"MHK201689";"groeiklasse 7";1;NA;"studiegroep";"Ja/nee";NA;NA;201689;1
"MHK201689";"Kruidlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";201689;1
"MHK201689";"Struiklaag";2,5;NA;"studiegroep";"Percentage";NA;"%";201689;1
"MHK201689";"Boomlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";201689;1
"MHK201689";"Kruidlaag (incl. moslaag)";96,25;NA;"studiegroep";"Percentage";NA;"%";201689;1
"MHK201689";"Acer pseudoplatanus L.";6,00018744887429;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";201689;1
"MHK201689";"Alnus glutinosa (L.) Gaertn.";1,18719154087832;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";201689;1
"MHK201689";"Corylus avellana L.";0,969092738184261;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";201689;1
"MHK20470";"Rubus";87,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Carex elongata L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Athyrium filix-femina (L.) Roth";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Phragmites australis (Cav.) Steud.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Lonicera periclymenum L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Quercus robur L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Viburnum opulus L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Sorbus aucuparia L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Carex acutiformis Ehrh.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Juncus effusus L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Calamagrostis canescens (Weber) Roth";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Dryopteris dilatata (Hoffmann) A. Gray";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Rubus idaeus L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Sorbus aucuparia L.";37,5;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Frangula alnus Mill.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Viburnum opulus L.";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Lonicera";0,25;"struiklaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Alnus glutinosa (L.) Gaertn.";87,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"Quercus robur L.";37,5;"boomlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK20470";"groeiklasse 2";1;NA;"studiegroep";"Ja/nee";NA;NA;20470;1
"MHK20470";"groeiklasse 3";1;NA;"studiegroep";"Ja/nee";NA;NA;20470;1
"MHK20470";"groeiklasse 4";1;NA;"studiegroep";"Ja/nee";NA;NA;20470;1
"MHK20470";"groeiklasse 5";1;NA;"studiegroep";"Ja/nee";NA;NA;20470;1
"MHK20470";"groeiklasse 6";1;NA;"studiegroep";"Ja/nee";NA;NA;20470;1
"MHK20470";"groeiklasse 7";0;NA;"studiegroep";"Ja/nee";NA;NA;20470;1
"MHK20470";"Kruidlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";20470;1
"MHK20470";"Struiklaag";37,5;NA;"studiegroep";"Percentage";NA;"%";20470;1
"MHK20470";"Boomlaag";87,5;NA;"studiegroep";"Percentage";NA;"%";20470;1
"MHK20470";"Kruidlaag (incl. moslaag)";90;NA;"studiegroep";"Percentage";NA;"%";20470;1
"MHK20470";"Alnus glutinosa (L.) Gaertn.";24,788296923544;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";20470;1
"MHK20470";"Frangula alnus Mill.";0,476812862905171;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";20470;1
"MHK20470";"Quercus robur";10,9096959047482;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";20470;1
"MHK20470";"Sorbus aucuparia L.";0,332543183225887;"boomlaag";"soort_latijn";"Decimaal getal";NA;"Grondvlak_ha";20470;1
"MHK211193";"Pteridium aquilinum (L.) Kuhn";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Equisetum telmateia Ehrh.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Athyrium filix-femina (L.) Roth";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Ajuga reptans L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Carex acutiformis Ehrh.";37,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Stachys sylvatica L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Urtica dioica L.";18,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Rubus fruticosus groep";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Humulus lupulus L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Dryopteris dilatata (Hoffmann) A. Gray";37,5;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Juncus conglomeratus L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Phragmites australis (Cav.) Steud.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Lonicera periclymenum L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Galium aparine L.";4;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Lysimachia nemorum L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Cirsium palustre (L.) Scop.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Cardamine flexuosa With.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Poa trivialis L.";2,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Juncus effusus L.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Geum urbanum L.";8,75;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Hyacinthoides non-scripta (L.) Chouard ex Rothm.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Prunus serotina Ehrh.";1;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Sambucus nigra L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
"MHK211193";"Ranunculus repens L.";0,25;"kruidlaag";"soort_latijn";"Percentage";NA;"%";NA;NA
