"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid";"Criterium";"Indicator";"Belang"
"IV2013112710235801";"ZSCPQ123";"91E0";"91E0_sf";"groeiklasse 5 6 of 7 aanwezig";"1";"Geheel getal";NA;NA;"Structuur";"horizontale structuur - groeiklassen";"b"
"IV2013112710235801";"ZSCPQ123";"91E0";"91E0_sf";"grondvlak sleutelsoorten boom- en struiklaag";"100";"Percentage";NA;"%";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b"
"IV2013112710235801";"ZSCPQ123";"91E0";"91E0_sf";"MSA";"24.9320115683686";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal";"zb"
"IV2013112711302429";"ZSCPQ220";"91E0";"91E0_sf";"aandeel dood hout";"15";"Percentage";NA;"%";"Structuur";"aandeel dood hout";"b"
"IV2013112711302429";"ZSCPQ220";"91E0";"91E0_sf";"aantal exemplaren dik dood hout per ha";"1";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout";"zb"
"IV2013112711302429";"ZSCPQ220";"91E0";"91E0_sf";"aantal groeiklassen aanwezig";"5";"Geheel getal";NA;NA;"Structuur";"horizontale structuur - groeiklassen";"b"
"IV2013112711302429";"ZSCPQ220";"91E0";"91E0_sf";"bosconstantie";NA;"Geheel getal";NA;NA;"Structuur";"bosconstantie";"zb"
"IV2013112711302429";"ZSCPQ220";"91E0";"91E0_sf";"groeiklasse 5 6 of 7 aanwezig";"1";"Geheel getal";NA;NA;"Structuur";"horizontale structuur - groeiklassen";"b"
"IV2013112711302429";"ZSCPQ220";"91E0";"91E0_sf";"grondvlak sleutelsoorten boom- en struiklaag";"100";"Percentage";NA;"%";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b"
"IV2013112711302429";"ZSCPQ220";"91E0";"91E0_sf";"MSA";"1.449612655652";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2013112714354557";"ZSCPQ273";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2013112714384332";"ZSCPQ274";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2013112714403448";"ZSCPQ275";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2013112714513426";"ZSCPQ276";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2013112714553235";"ZSCPQ277";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2013112714593329";"ZSCPQ278";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2013112715024820";"ZSCPQ279";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014011314391446";"ZSCPQ281";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014011314452030";"ZSCPQ282";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014011314475087";"ZSCPQ283";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"9";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"0";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"bedekking riet";"59";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014011314530019";"ZSCPQ284";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"15";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"0";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"22";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"bedekking riet";"22";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"bedekking riet";"22";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"kreken en oeverwallen aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014011315360763";"ZSCPQ222";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014011315404492";"ZSCPQ225";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"15";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014011315404492";"ZSCPQ225";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"0";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014011315404492";"ZSCPQ225";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014011315404492";"ZSCPQ225";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"22";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
