"Meetnet";"Periode";"IDPlots";"IDSegments";"HabCode";"Phab";"SBZH";"Regio";"PlotWeight";"SegmentWeight";"X_coord";"Y_coord";"DateVeg";"DateDendro";"ID";"Habitattype";"Weight";"StratumWeight";"StratumWeight_std";"WeightComb"
"VBI";2;161095;1;"91E0_vm";80;"Binnen";"Atlantic";1;1;168942,186856;212179,728856;2012-05-25;2010;"VBI161095_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;161102;1;"91E0_va";100;"Binnen";"Atlantic";1;1;167944,433856;211681,525856;2011-05-12;2011;"VBI161102_2";"91E0_va";1;52,8133333333333;1;1
"VBI";2;161111;1;"9120";100;"Binnen";"Atlantic";1;0,84;168941,998856;211179,849856;2011-05-16;2010;"VBI161111_2";"9120";0,84;61,3330985915493;1;0,84
"VBI";2;161114;1;"91E0_va";100;"Binnen";"Atlantic";1;1;163942,033856;210679,833856;2011-06-30;2012;"VBI161114_2";"91E0_va";1;52,8133333333333;1;1
"VBI";1;161129;1;"91E0_va";100;"Binnen";"Atlantic";1;1;162952,720856;209679,750856;1999-05-11;1998;"VBI161129_1";"91E0_va";1;52,8133333333333;1;1
"VBI";2;161129;1;"91E0_va";100;"Binnen";"Atlantic";0,98;0,969387755102041;162952,720856;209679,750856;2011-05-20;2011;"VBI161129_2";"91E0_va";0,95;52,8133333333333;1;0,95
"VBI";2;161130;1;"91E0_va";100;"Binnen";"Atlantic";1;1;163946,698856;209669,732856;2011-06-30;2011;"VBI161130_2";"91E0_va";1;52,8133333333333;1;1
"VBI";1;161130;1;"91E0_va";100;"Binnen";"Atlantic";1;1;163946,698856;209669,732856;1999-05-11;1998;"VBI161130_1";"91E0_va";1;52,8133333333333;1;1
"VBI";1;161132;1;"9120";100;"Buiten";"Atlantic";1;1;165933,673856;209681,420856;1999-05-11;1998;"VBI161132_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;161132;1;"9120";100;"Buiten";"Atlantic";1;1;165933,673856;209681,420856;2011-06-30;2011;"VBI161132_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;161133;1;"9120";100;"Buiten";"Atlantic";1;0,44;166942,139856;209680,111856;2012-05-25;2010;"VBI161133_2";"9120";0,44;66,6438016528926;1,08658788131202;0,478098667777287
"VBI";2;162019;1;"9120";80;"Binnen";"Atlantic";1;1;172921,282856;216616,692856;2009-08-06;2010;"VBI162019_2";"9120";1;61,3330985915493;1;1
"VBI";2;162025;1;"9120";70;"Buiten";"Atlantic";1;0,78;170944,597856;216168,140856;2009-07-01;2010;"VBI162025_2";"9120";0,78;66,6438016528926;1,08658788131202;0,847538547423373
"VBI";2;162027;1;"9190";70;"Binnen";"Atlantic";1;1;172942,400856;216179,767856;2010-05-18;2010;"VBI162027_2";"9190";1;57,19;1;1
"VBI";1;162035;1;"9120";100;"Binnen";"Atlantic";1;1;172914,007856;215681,125856;1998-04-30;1998;"VBI162035_1";"9120";1;61,3330985915493;1;1
"VBI";2;162035;1;"9120";100;"Binnen";"Atlantic";1;1;172914,007856;215681,125856;2010-05-18;2010;"VBI162035_2";"9120";1;61,3330985915493;1;1
"VBI";2;162042;1;"9120";100;"Binnen";"Atlantic";1;1;171942,924856;215172,295856;2009-06-17;2009;"VBI162042_2";"9120";1;61,3330985915493;1;1
"VBI";2;162043;1;"9120";100;"Binnen";"Atlantic";0,78;0,641025641025641;172941,064856;215179,048856;2010-05-04;2010;"VBI162043_2";"9120";0,5;61,3330985915493;1;0,5
"VBI";2;162051;1;"91E0_va";100;"Buiten";"Atlantic";0,95;1;172941,669856;214681,007856;2010-05-21;2010;"VBI162051_2";"91E0_va";0,95;106,804761904762;2,02230677678797;1,92119143794857
"VBI";2;162090;1;"9160";50;"Binnen";"Atlantic";1;1;171935,362856;212182,215856;2009-06-25;2010;"VBI162090_2";"9160";1;73,8259259259259;1;1
"VBI";2;162090;1;"9120";50;"Binnen";"Atlantic";1;1;171935,362856;212182,215856;2009-06-25;2010;"VBI162090_2";"9120";1;61,3330985915493;1;1
"VBI";2;162098;1;"9160";60;"Binnen";"Atlantic";1;1;171942,380856;211679,750856;2010-05-18;2010;"VBI162098_2";"9160";1;73,8259259259259;1;1
"VBI";1;162100;1;"9120";100;"Buiten";"Atlantic";1;1;173960,719856;211656,312856;1998-05-28;1998;"VBI162100_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;162100;1;"9120";100;"Buiten";"Atlantic";1;1;173960,719856;211656,312856;2010-05-21;2010;"VBI162100_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;162129;1;"9120";100;"Binnen";"Atlantic";1;1;170948,803856;209708,047856;2009-06-25;2010;"VBI162129_2";"9120";1;61,3330985915493;1;1
"VBI";2;163058;1;"91E0_vm";100;"Binnen";"Atlantic";1;1;179942,2;214179,8;2016-05-19;2016;"VBI163058_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;163147;1;"9120";70;"Buiten";"Atlantic";1;1;180942,2;208679,8;2016-05-12;2016;"VBI163147_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;163147;1;"9120";70;"Buiten";"Atlantic";1;1;180942,2;208679,8;1999-04-13;1998;"VBI163147_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;164124;1;"91E0_vm";70;"Binnen";"Atlantic";0,77;1;189942,157856;210179,890856;2015-06-30;2015;"VBI164124_2";"91E0_vm";0,77;68,8035714285714;1;0,77
"VBI";2;164126;1;"9190";80;"Buiten";"Atlantic";0,52;1;191942,140856;210179,743856;2014-09-11;2014;"VBI164126_2";"9190";0,52;75,7607142857143;1,32471960632478;0,688854195288887
"VBI";2;165046;1;"9190";100;"Buiten";"Atlantic";1;1;167942,2;205179,8;2012-06-14;2011;"VBI165046_2";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";2;166092;1;"9120";100;"Buiten";"Atlantic";1;1;173945,961856;202145,671856;2010-05-06;2010;"VBI166092_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;166156;1;"9120";100;"Buiten";"Atlantic";1;1;173939,181856;198186,140856;2010-05-06;2010;"VBI166156_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;167001;1;"9120";100;"Binnen";"Atlantic";1;1;178942,2;207679,8;2016-05-04;2016;"VBI167001_2";"9120";1;61,3330985915493;1;1
"VBI";2;167132;1;"9120";100;"Buiten";"Atlantic";1;1;181942,2;199679,8;2016-05-19;2016;"VBI167132_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;167132;1;"9120";100;"Buiten";"Atlantic";1;1;181942,2;199679,8;1999-04-13;1998;"VBI167132_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;167133;1;"9120";60;"Buiten";"Atlantic";1;1;182942,2;199679,8;1999-04-13;1999;"VBI167133_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;167133;1;"9120";60;"Buiten";"Atlantic";0,92;0,91304347826087;182942,2;199679,8;2015-05-22;2015;"VBI167133_2";"9120";0,84;66,6438016528926;1,08658788131202;0,912733820302094
"VBI";1;167136;1;"9120";100;"Buiten";"Atlantic";1;1;185942,2;199679,8;1999-07-14;1998;"VBI167136_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;167136;1;"9120";100;"Buiten";"Atlantic";1;1;185942,2;199679,8;2015-05-22;2015;"VBI167136_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;168107;1;"9120";70;"Buiten";"Atlantic";0,98;1;188942,142856;201179,876856;2015-04-02;2014;"VBI168107_2";"9120";0,98;66,6438016528926;1,08658788131202;1,06485612368578
"VBI";2;168147;1;"9190";70;"Buiten";"Atlantic";1;0,21;188942,204856;198679,819856;2014-10-22;2014;"VBI168147_2";"9190";0,21;75,7607142857143;1,32471960632478;0,278191117328204
"VBI";2;172052;1;"91E0_vm";50;"Binnen";"Atlantic";1;1;205942,195856;214679,875856;2011-10-05;2011;"VBI172052_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;172052;1;"91E0_vo";50;"Binnen";"Atlantic";1;1;205942,195856;214679,875856;2011-10-05;2011;"VBI172052_2";"91E0_vo";1;27,7333333333333;1;1
"VBI";2;172060;1;"9190";100;"Buiten";"Atlantic";0,58;1;205942,187856;214179,897856;2011-10-03;2011;"VBI172060_2";"9190";0,58;75,7607142857143;1,32471960632478;0,768337371668373
"VBI";2;172099;1;"91E0_vo";50;"Binnen";"Atlantic";1;1;204942,241856;211679,877856;2011-10-04;2011;"VBI172099_2";"91E0_vo";1;27,7333333333333;1;1
"VBI";2;172100;1;"91E0_vm";70;"Binnen";"Atlantic";1;1;205942,169856;211679,914856;2011-10-03;2011;"VBI172100_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;173155;1;"91E0_vo";100;"Binnen";"Atlantic";0,97;0,0515463917525773;212919,089856;208176,544856;2010-05-27;2010;"VBI173155_2";"91E0_vo";0,05;27,7333333333333;1;0,05
"VBI";2;175007;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;200942,101856;207679,784856;2012-06-07;2012;"VBI175007_2";"91E0_vn";1;59,7625;1;1
"VBI";2;175008;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;201922,786856;207683,723856;2012-06-08;2012;"VBI175008_2";"91E0_vn";1;59,7625;1;1
"VBI";1;175008;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;201922,786856;207683,723856;1999-04-15;1998;"VBI175008_1";"91E0_vn";1;59,7625;1;1
"VBI";2;175051;1;"91E0_vn";70;"Binnen";"Atlantic";0,57;1;196942,141856;204679,828856;2013-07-19;2013;"VBI175051_2";"91E0_vn";0,57;124,157142857143;2,0775091881555;1,18418023724863
"VBI";1;175130;1;"9190";100;"Buiten";"Atlantic";1;1;195938,065856;199684,606856;1999-04-14;1998;"VBI175130_1";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";2;175130;1;"9190";100;"Buiten";"Atlantic";1;1;195938,065856;199684,606856;2013-06-11;2013;"VBI175130_2";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";1;175146;1;"91E0_vm";100;"Buiten";"Atlantic";1;1;195942,146856;198679,858856;1999-04-14;1998;"VBI175146_1";"91E0_vm";1;113,1;1,64381001816766;1,64381001816766
"VBI";2;175146;1;"91E0_vm";100;"Buiten";"Atlantic";0,78;0,833333333333333;195942,146856;198679,858856;2013-04-30;2013;"VBI175146_2";"91E0_vm";0,65;113,1;1,64381001816766;1,06847651180898
"VBI";2;176073;1;"91E0_vn";70;"Buiten";"Atlantic";1;1;202942,221856;203179,903856;2011-09-19;2011;"VBI176073_2";"91E0_vn";1;59,7625;1;1
"VBI";2;177091;1;"9190";100;"Buiten";"Atlantic";1;1;212946,285856;202149,199856;2010-05-19;2010;"VBI177091_2";"9190";1;75,7607142857143;1,32471960632478;1,32471960632478
"VBI";2;181003;1;"91E0_vo";100;"Binnen";"Atlantic";1;1;228942,279856;217679,831856;2015-05-06;2014;"VBI181003_2";"91E0_vo";1;27,7333333333333;1;1
"VBI";1;181035;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;228971,244856;215693,913856;1999-05-18;1999;"VBI181035_1";"91E0_vn";1;59,7625;1;1
"VBI";2;181035;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;228971,244856;215693,913856;2015-05-06;2014;"VBI181035_2";"91E0_vn";1;59,7625;1;1
"VBI";2;181060;1;"91E0_vn";70;"Buiten";"Atlantic";0,63;1;229942,275856;214179,824856;2015-05-08;2014;"VBI181060_2";"91E0_vn";0,63;59,7625;1;0,63
"VBI";2;181085;1;"91E0_vn";100;"Buiten";"Atlantic";0,65;1;230942,135856;212679,888856;2014-07-23;2014;"VBI181085_2";"91E0_vn";0,65;59,7625;1;0,65
"VBI";2;181155;1;"9190";100;"Buiten";"Atlantic";0,91;1;228942,138856;208179,844856;2015-05-20;2014;"VBI181155_2";"9190";0,91;75,7607142857143;1,32471960632478;1,20549484175555
"VBI";2;182151;1;"9190";100;"Binnen";"Atlantic";1;1;240960,860856;208687,238856;2012-09-26;2012;"VBI182151_2";"9190";1;57,19;1;1
"VBI";1;182151;1;"9190";100;"Binnen";"Atlantic";1;1;240960,860856;208687,238856;1999-05-25;1999;"VBI182151_1";"9190";1;57,19;1;1
"VBI";2;182152;1;"91E0_vm";100;"Binnen";"Atlantic";0,84;1;241942,235856;208679,869856;2012-09-25;2012;"VBI182152_2";"91E0_vm";0,84;68,8035714285714;1;0,84
"VBI";2;182157;1;"9120";100;"Binnen";"Atlantic";1;1;238942,152856;208179,908856;2012-09-24;2012;"VBI182157_2";"9120";1;61,3330985915493;1;1
"VBI";2;182158;1;"9190";70;"Binnen";"Atlantic";1;1;239912,342856;208173,640856;2012-09-04;2012;"VBI182158_2";"9190";1;57,19;1;1
"VBI";2;182160;1;"91E0_vm";100;"Binnen";"Atlantic";1;1;241859,816856;208187,180856;2012-09-27;2012;"VBI182160_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;183153;1;"91E0_vm";100;"Binnen";"Atlantic";1;1;242976,185856;208086,229856;2012-05-07;2012;"VBI183153_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";1;185023;1;"9120";100;"Buiten";"Atlantic";1;1;232937,088856;206677,192856;1999-05-12;1999;"VBI185023_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;185023;1;"9120";100;"Buiten";"Atlantic";1;1;232937,088856;206677,192856;2014-06-19;2014;"VBI185023_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;185143;1;"9120";100;"Buiten";"Atlantic";0,71;1;232942,168856;199179,769856;2014-06-23;2014;"VBI185143_2";"9120";0,71;66,6438016528926;1,08658788131202;0,771477395731532
"VBI";2;186107;1;"91E0_vm";100;"Binnen";"Atlantic";0,93;1;236942,197856;201179,876856;2013-07-18;2013;"VBI186107_2";"91E0_vm";0,93;68,8035714285714;1;0,93
"VBI";2;186108;1;"91E0_vm";90;"Binnen";"Atlantic";1;1;237942,203856;201179,822856;2013-07-18;2013;"VBI186108_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;186130;1;"9120";100;"Buiten";"Atlantic";1;1;235940,177856;199685,593856;2013-11-25;2013;"VBI186130_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;186130;1;"9120";100;"Buiten";"Atlantic";1;1;235940,177856;199685,593856;1999-05-21;1999;"VBI186130_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;187001;1;"91E0_vm";80;"Binnen";"Atlantic";1;1;242942,196856;207679,939856;1998-05-11;1999;"VBI187001_1";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;187001;1;"91E0_vm";80;"Binnen";"Atlantic";1;1;242942,196856;207679,939856;2011-07-29;2012;"VBI187001_2";"91E0_vm";1;68,8035714285714;1;1
"VBI";2;187009;1;"9190";100;"Binnen";"Atlantic";1;1;242942,259856;207179,844856;2011-07-29;2012;"VBI187009_2";"9190";1;57,19;1;1
"VBI";2;187058;1;"9120";100;"Buiten";"Atlantic";1;1;243905,973856;204198,900856;2011-07-20;2012;"VBI187058_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;187065;1;"9120";100;"Buiten";"Atlantic";1;1;242952,273856;203685,015856;1999-05-21;1999;"VBI187065_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;187065;1;"9120";100;"Buiten";"Atlantic";1;1;242952,273856;203685,015856;2011-07-20;2011;"VBI187065_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;187082;1;"9190";100;"Binnen";"Atlantic";1;1;243967,249856;202702,570856;2011-07-18;2011;"VBI187082_2";"9190";1;57,19;1;1
"VBI";1;187082;1;"9190";100;"Binnen";"Atlantic";1;1;243967,249856;202702,570856;1999-05-21;1999;"VBI187082_1";"9190";1;57,19;1;1
"VBI";2;187124;1;"9190";100;"Binnen";"Atlantic";1;1;245942,182856;200179,926856;2011-07-08;2011;"VBI187124_2";"9190";1;57,19;1;1
"VBI";2;202040;1;"9120";100;"Buiten";"Atlantic";1;1;49968,293856;195695,260856;2012-06-21;2011;"VBI202040_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;202040;1;"9120";100;"Buiten";"Atlantic";1;1;49968,293856;195695,260856;1999-05-12;1999;"VBI202040_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;203009;1;"9120";100;"Buiten";"Atlantic";1;1;50946,511856;197147,203856;2010-04-08;2010;"VBI203009_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;203018;1;"9120";60;"Buiten";"Atlantic";1;1;51949,361856;196681,012856;1998-06-04;1998;"VBI203018_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;203018;1;"9120";60;"Buiten";"Atlantic";1;1;51949,361856;196681,012856;2010-04-08;2010;"VBI203018_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;206047;1;"9120";100;"Buiten";"Atlantic";1;1;48936,440856;185193,813856;2012-03-26;2012;"VBI206047_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;206086;1;"9120";100;"Buiten";"Atlantic";1;1;47942,244856;182679,659856;2012-06-19;2011;"VBI206086_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;206086;1;"9120";100;"Buiten";"Atlantic";1;1;47942,244856;182679,659856;1999-05-12;1999;"VBI206086_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;207011;1;"9160";100;"Buiten";"Atlantic";1;1;52945,881856;187177,721856;2010-05-17;2010;"VBI207011_2";"9160";1;76,021052631579;1,02973381881936;1,02973381881936
"VBI";1;207049;1;"9120";100;"Binnen";"Atlantic";1;1;50860,943856;184664,615856;1999-05-12;1999;"VBI207049_1";"9120";1;61,3330985915493;1;1
"VBI";2;207049;1;"9120";100;"Binnen";"Atlantic";1;1;50860,943856;184664,615856;2010-05-17;2010;"VBI207049_2";"9120";1;61,3330985915493;1;1
"VBI";2;207057;1;"9120";100;"Binnen";"Atlantic";1;1;50846,080856;184092,324856;2010-05-17;2010;"VBI207057_2";"9120";1;61,3330985915493;1;1
"VBI";2;211004;1;"9120";100;"Binnen";"Atlantic";1;1;69942,19;197679,8;2015-06-19;2015;"VBI211004_2";"9120";1;61,3330985915493;1;1
"VBI";1;211004;1;"9120";100;"Binnen";"Atlantic";1;1;69942,19;197679,8;1999-05-06;1998;"VBI211004_1";"9120";1;61,3330985915493;1;1
"VBI";1;211115;1;"91E0_va";100;"Buiten";"Atlantic";1;1;68942,19;190679,8;1999-05-06;1998;"VBI211115_1";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";2;211115;1;"91E0_va";100;"Buiten";"Atlantic";1;1;68942,19;190679,8;2015-05-29;2015;"VBI211115_2";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";2;212002;1;"9120";100;"Buiten";"Atlantic";1;1;75920,501856;197693,278856;2013-08-06;2014;"VBI212002_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;212002;1;"9120";100;"Buiten";"Atlantic";1;1;75920,501856;197693,278856;1999-05-06;1998;"VBI212002_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;212006;1;"9120";100;"Buiten";"Atlantic";1;1;79933,282856;197708,241856;1999-05-07;1998;"VBI212006_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;212006;1;"9120";100;"Buiten";"Atlantic";1;1;79933,282856;197708,241856;2012-08-24;2012;"VBI212006_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;212018;1;"9120";100;"Buiten";"Atlantic";1;1;75913,239856;196677,684856;1999-05-06;1998;"VBI212018_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;212018;1;"9120";100;"Buiten";"Atlantic";1;1;75913,239856;196677,684856;2013-08-21;2013;"VBI212018_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;212040;1;"91E0_va";100;"Binnen";"Atlantic";1;1;81929,415856;195671,994856;1999-05-07;1998;"VBI212040_1";"91E0_va";1;52,8133333333333;1;1
"VBI";2;212040;1;"91E0_va";100;"Binnen";"Atlantic";1;1;81929,415856;195671,994856;2013-04-23;2013;"VBI212040_2";"91E0_va";1;52,8133333333333;1;1
"VBI";1;213033;1;"9120";100;"Buiten";"Atlantic";1;1;82942,852856;195688,819856;1999-05-07;1998;"VBI213033_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;213033;1;"9120";100;"Buiten";"Atlantic";1;1;82942,852856;195688,819856;2012-05-02;2012;"VBI213033_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;213037;1;"9120";100;"Buiten";"Atlantic";1;1;86942,191856;195679,894856;1999-05-07;1998;"VBI213037_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;213037;1;"9120";100;"Buiten";"Atlantic";0,86;1;86942,191856;195679,894856;2011-04-19;2010;"VBI213037_2";"9120";0,86;66,6438016528926;1,08658788131202;0,934465577928334
"VBI";2;213041;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;82944,777856;195185,526856;2012-05-02;2012;"VBI213041_2";"91E0_vn";1;59,7625;1;1
"VBI";2;213047;1;"9120";100;"Buiten";"Atlantic";1;1;88942,089856;195179,882856;2010-09-16;2011;"VBI213047_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;213067;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;84942,811856;193679,312856;2012-05-03;2012;"VBI213067_2";"91E0_vn";1;59,7625;1;1
"VBI";1;213067;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;84942,811856;193679,312856;1999-05-07;1999;"VBI213067_1";"91E0_vn";1;59,7625;1;1
"VBI";2;213076;1;"9120";100;"Buiten";"Atlantic";1;1;85934,706856;193198,531856;2012-05-03;2012;"VBI213076_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;215068;1;"9120";100;"Buiten";"Atlantic";1;1;69942,19;183679,8;2015-05-27;2015;"VBI215068_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;215068;1;"9120";100;"Buiten";"Atlantic";1;1;69942,19;183679,8;1999-05-10;1999;"VBI215068_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;218123;1;"9130";100;"Buiten";"Atlantic";0,98;1;92942,293856;180179,631856;2010-04-09;2009;"VBI218123_2";"9130";0,98;12,5555555555556;10,5539452495974;10,3428663446055
"VBI";1;222132;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;109942,2;189679,8;1997-05-02;1997;"VBI222132_1";"91E0_vn";1;59,7625;1;1
"VBI";2;222132;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;109942,2;189679,8;2015-06-08;2015;"VBI222132_2";"91E0_vn";1;59,7625;1;1
"VBI";2;224137;1;"91E0_vn";100;"Buiten";"Atlantic";1;1;122954,776856;189174,354856;2011-09-22;2011;"VBI224137_2";"91E0_vn";1;59,7625;1;1
"VBI";2;226018;1;"91E0_va";100;"Buiten";"Atlantic";0,64;1;107942,2;186679,8;2016-04-26;2015;"VBI226018_2";"91E0_va";0,64;106,804761904762;2,02230677678797;1,2942763371443
"VBI";1;226018;1;"91E0_va";100;"Buiten";"Atlantic";1;1;107942,2;186679,8;1997-06-10;1997;"VBI226018_1";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";1;226019;1;"9120";100;"Buiten";"Atlantic";1;1;108942,2;186679,8;1997-06-10;1997;"VBI226019_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;226019;1;"9120";100;"Buiten";"Atlantic";1;1;108942,2;186679,8;2015-08-10;2015;"VBI226019_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;226022;1;"9120";100;"Buiten";"Atlantic";1;1;111942,227856;186679,935856;2014-07-15;2014;"VBI226022_2";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";1;226022;1;"9120";100;"Buiten";"Atlantic";1;1;111942,227856;186679,935856;1997-06-13;1997;"VBI226022_1";"9120";1;66,6438016528926;1,08658788131202;1,08658788131202
"VBI";2;226036;1;"91E0_va";100;"Binnen";"Atlantic";1;1;109942,2;185679,8;2016-04-26;2015;"VBI226036_2";"91E0_va";1;52,8133333333333;1;1
"VBI";1;226036;1;"91E0_va";100;"Binnen";"Atlantic";1;1;109942,2;185679,8;1997-06-11;1997;"VBI226036_1";"91E0_va";1;52,8133333333333;1;1
"VBI";2;226044;1;"9120";100;"Binnen";"Atlantic";1;1;109942,2;185179,8;2015-07-31;2015;"VBI226044_2";"9120";1;61,3330985915493;1;1
"VBI";2;226063;1;"9130";70;"Buiten";"Atlantic";0,92;1;112942,281856;184179,882856;2014-07-15;2014;"VBI226063_2";"9130";0,92;12,5555555555556;10,5539452495974;9,70962962962963
"VBI";1;226119;1;"9130";100;"Buiten";"Atlantic";1;1;112942,233856;180679,871856;1997-06-11;1997;"VBI226119_1";"9130";1;12,5555555555556;10,5539452495974;10,5539452495974
"VBI";1;226120;1;"91E0_va";100;"Buiten";"Atlantic";1;1;113942,106856;180679,847856;1997-06-12;1997;"VBI226120_1";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";2;226148;1;"91E0_va";80;"Buiten";"Atlantic";0,86;1;109942,2;178679,8;2016-04-26;2015;"VBI226148_2";"91E0_va";0,86;106,804761904762;2,02230677678797;1,73918382803765
"VBI";1;226148;1;"91E0_va";80;"Buiten";"Atlantic";1;1;109942,2;178679,8;1997-06-11;1997;"VBI226148_1";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";2;227019;1;"9130";100;"Binnen";"Atlantic";1;1;116951,049856;186657,858856;2014-04-30;2013;"VBI227019_2";"9130";1;1,18965517241379;1;1
"VBI";1;227019;1;"9130";100;"Binnen";"Atlantic";1;1;116951,049856;186657,858856;1998-04-23;1998;"VBI227019_1";"9130";1;1,18965517241379;1;1
"VBI";1;227037;1;"9120";70;"Binnen";"Atlantic";1;1;118945,328856;185686,592856;1999-04-13;1999;"VBI227037_1";"9120";1;61,3330985915493;1;1
"VBI";2;227037;1;"9120";70;"Binnen";"Atlantic";1;1;118945,328856;185686,592856;2012-10-02;2013;"VBI227037_2";"9120";1;61,3330985915493;1;1
"VBI";1;227081;1;"91E0_va";100;"Buiten";"Atlantic";1;1;114942,142856;182679,880856;1999-04-13;1998;"VBI227081_1";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";2;227081;1;"91E0_va";100;"Buiten";"Atlantic";1;1;114942,142856;182679,880856;2014-05-08;2013;"VBI227081_2";"91E0_va";1;106,804761904762;2,02230677678797;2,02230677678797
"VBI";2;227142;1;"9130";100;"Buiten";"Atlantic";1;1;119942,198856;179179,763856;2013-04-22;2013;"VBI227142_2";"9130";1;12,5555555555556;10,5539452495974;10,5539452495974
"VBI";2;227153;1;"9130";100;"Buiten";"Atlantic";1;1;114971,612856;178178,195856;2014-04-30;2013;"VBI227153_2";"9130";1;12,5555555555556;10,5539452495974;10,5539452495974
"VBI";1;227153;1;"9130";100;"Buiten";"Atlantic";1;1;114971,612856;178178,195856;1998-05-11;1998;"VBI227153_1";"9130";1;12,5555555555556;10,5539452495974;10,5539452495974
