"";"CodeLocatie";"Waterloop";"X";"Y";"datum";"Meetnet";"ID";"Habitattype";"SGO";"SBZH";"IDToon";"Regio";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"Waarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"163";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2012-05-30;"monitoringVMM_KRW";"TR102500.4_30/05/2012";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"164";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2012-05-30;"monitoringVMM_KRW";"TR102500.4_30/05/2012";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0.1 - 2";"Percentage";NA;"%";"berekend";100;TRUE;0,965
"165";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2012-05-30;"monitoringVMM_KRW";"TR102500.4_30/05/2012";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;0
"166";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"28.3 - 59.2";"Percentage";NA;"%";"berekend";100;TRUE;0,374714253826143
"167";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"168";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"169";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0.1 - 2";"Percentage";NA;"%";"berekend";100;TRUE;0,965
"170";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"171";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"172";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"28.3 - 59.2";"Percentage";NA;"%";"berekend";100;FALSE;-0,196714317602428
"173";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"174";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"175";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0.1 - 2";"Percentage";NA;"%";"berekend";100;TRUE;0,965
"176";"TR102500.4";"WARMBEEK - TONGELREEP (NED) - BROEKBEEK - VRENENBEEK - JONGEMANS";229182;208778;2016-07-06;"monitoringVMM_KRW";"TR102500.4_6/07/2016";"3260";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;0
"177";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"0.1 - 2.1";"Percentage";NA;"%";"berekend";100;TRUE;0,9843
"178";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"179";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"180";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"181";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"182";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"183";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"0.1 - 2.1";"Percentage";NA;"%";"berekend";100;TRUE;0,963366666666667
"184";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"185";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"186";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"187";"TR147000.1";"VOER";247369;162125;2013-09-26;"monitoringVMM_KRW";"TR147000.1_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;0
"188";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;TRUE;0,999285714285714
"189";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"observatie";NA;FALSE;NA
"190";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"191";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"192";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"193";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"194";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;TRUE;0,998333333333333
"195";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"196";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"197";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"198";"TR147000.1";"VOER";247369;162125;2008-07-09;"monitoringVMM_KRW";"TR147000.1_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;0
"199";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"2.2 - 8.9";"Percentage";NA;"%";"berekend";100;TRUE;0,920426523128571
"200";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"201";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"202";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"203";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"204";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"205";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"2.2 - 8.9";"Percentage";NA;"%";"berekend";100;TRUE;0,814328553966666
"206";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"207";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"208";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"209";"TR147000.2";"VOER";249392;161726;2013-09-26;"monitoringVMM_KRW";"TR147000.2_26/09/2013";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;0
"210";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"7.8 - 18.6";"Percentage";NA;"%";"berekend";100;TRUE;0,811471359821428
"211";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"observatie";NA;FALSE;NA
"212";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"213";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"214";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"215";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"216";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"7.8 - 18.6";"Percentage";NA;"%";"berekend";100;TRUE;0,560099839583333
"217";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"218";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"219";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
"220";"TR147000.2";"VOER";249392;161726;2008-07-09;"monitoringVMM_KRW";"TR147000.2_9/07/2008";"3260";"10-50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;0
"221";"TR152500.1";"BERWIJN - BERWINNE";242826;161345;2017-09-13;"monitoringVMM_KRW";"TR152500.1_13/09/2017";"3260";">50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"0.4 - 7.9";"Percentage";NA;"%";"berekend";100;TRUE;0,9403788157494
"222";"TR152500.1";"BERWIJN - BERWINNE";242826;161345;2017-09-13;"monitoringVMM_KRW";"TR152500.1_13/09/2017";"3260";">50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"observatie";NA;FALSE;NA
"223";"TR152500.1";"BERWIJN - BERWINNE";242826;161345;2017-09-13;"monitoringVMM_KRW";"TR152500.1_13/09/2017";"3260";">50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"224";"TR152500.1";"BERWIJN - BERWINNE";242826;161345;2017-09-13;"monitoringVMM_KRW";"TR152500.1_13/09/2017";"3260";">50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"berekend";100;TRUE;1
