"IDPlots";"Habitattype";"Gebied";"SBZH";"Regio";"ID";"Date";"HabCode";"Jaar";"nOpnamesPlot";"OpnameNr";"RecentsteOpname";"DatasetToestand";"DatasetTrend";"PlotWeightToestand";"StratumWeightToestand";"WeightCombToestand";"PlotWeightTrend";"StratumWeightTrend";"WeightCombTrend"
"wz_26";"2130_hd";"Westhoek";"Binnen";"Atlantic";"IV2017100113001143";2013-05-22;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"dh_16";"2190_mp";"D'Heye";"Binnen";"Atlantic";"IV2017100113000089";2007-08-06;"2190";2007;3;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"dh_16";"2190_mp";"D'Heye";"Binnen";"Atlantic";"IV2017100113000090";2013-07-09;"2190";2013;3;2;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"dh_16";"2190_mp";"D'Heye";"Binnen";"Atlantic";"IV2017112813455116";2016-12-31;"2190";2016;3;3;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"dh_01";"2190_mp";"D'Heye";"Binnen";"Atlantic";"IV2017100113000060";2009-06-23;"2190";2009;2;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"dh_01";"2190_mp";"D'Heye";"Binnen";"Atlantic";"IV2017100113000061";2013-07-17;"2190";2013;2;2;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"dh_04";"2190_mp";"D'Heye";"Binnen";"Atlantic";"IV2017100113000066";2007-07-31;"2190";2007;3;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"dh_04";"2190_mp";"D'Heye";"Binnen";"Atlantic";"IV2017100113000067";2013-07-09;"2190";2013;3;2;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"dh_04";"2190_mp";"D'Heye";"Binnen";"Atlantic";"IV2017112813245000";2016-12-31;"2190";2016;3;3;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"dh_03";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000064";2007-07-31;"2130_had";2007;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_03";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000065";2013-07-09;"2130_had";2013;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_05";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000068";2007-08-06;"2130_had";2007;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_05";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000069";2013-07-09;"2130_had";2013;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_02";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000062";2009-06-23;"2130_had";2009;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_02";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000063";2013-07-17;"2130_had";2013;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_12";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000082";2009-08-21;"2130_had";2009;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_12";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000083";2012-06-29;"2130_had";2012;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_14";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000085";2009-08-21;"2130_had";2009;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_14";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000086";2014-06-13;"2130_had";2014;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_13";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000084";2012-06-29;"2130_had";2012;1;1;TRUE;TRUE;FALSE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_06";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000070";2007-08-24;"2130_had";2007;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_06";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000071";2013-07-17;"2130_had";2013;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_07";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000072";2009-06-23;"2130_had";2009;3;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_07";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000073";2014-06-13;"2130_had";2014;3;2;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_07";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017112115231133";2017-12-31;"2130_had";2017;3;3;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_11";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000080";2007-08-24;"2130_had";2007;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_11";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000081";2012-06-29;"2130_had";2012;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_08";"2160";"D'Heye";"Binnen";"Atlantic";"IV2017100113000074";2009-08-21;"2160";2009;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"dh_08";"2160";"D'Heye";"Binnen";"Atlantic";"IV2017100113000075";2013-07-17;"2160";2013;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"dh_10";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000078";2007-09-10;"2130_had";2007;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_10";"2130_had";"D'Heye";"Binnen";"Atlantic";"IV2017100113000079";2012-06-29;"2130_had";2012;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"dh_09";"2160";"D'Heye";"Binnen";"Atlantic";"IV2017100113000076";2009-08-21;"2160";2009;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"dh_09";"2160";"D'Heye";"Binnen";"Atlantic";"IV2017100113000077";2013-07-17;"2160";2013;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"ij_03";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000464";2007-09-04;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_03";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000465";2013-08-19;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_04";"2130_hd";"Kamp Lombardsijde";"Binnen";"Atlantic";"IV2017100113000466";2009-04-29;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_04";"2130_hd";"Kamp Lombardsijde";"Binnen";"Atlantic";"IV2017100113000467";2014-07-08;"2130_hd";2014;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_05";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000468";2007-09-04;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_05";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000469";2013-08-19;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_07";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000472";2007-08-13;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_07";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000473";2013-08-19;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_08";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000474";2007-09-04;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_08";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000475";2013-08-19;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_10";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000478";2009-04-29;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_10";"2130_hd";"IJzermonding";"Binnen";"Atlantic";"IV2017100113000479";2013-06-05;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ij_15";"2190_mp";"Kamp Lombardsijde";"Binnen";"Atlantic";"IV2017100113000487";2009-07-28;"2190_mp";2009;3;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ij_15";"2190_mp";"Kamp Lombardsijde";"Binnen";"Atlantic";"IV2017100113000488";2014-07-08;"2190_mp";2014;3;2;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"ij_15";"2190_mp";"Kamp Lombardsijde";"Binnen";"Atlantic";"IV2017112213264954";2017-12-31;"2190_mp";2017;3;3;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"sc_05";"2160";"Schipgat";"Binnen";"Atlantic";"IV2017100113000629";2014-07-09;"2160";2014;1;1;TRUE;TRUE;FALSE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"sc_03";"2160";"Schipgat";"Binnen";"Atlantic";"IV2017100113000625";2009-08-25;"2160";2009;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"sc_03";"2160";"Schipgat";"Binnen";"Atlantic";"IV2017100113000626";2013-09-03;"2160";2013;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"sc_02";"2160";"Schipgat";"Binnen";"Atlantic";"IV2017100113000623";2009-08-28;"2160";2009;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"sc_02";"2160";"Schipgat";"Binnen";"Atlantic";"IV2017100113000624";2013-09-03;"2160";2013;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"dp_02";"2130_hd";"Doornpanne";"Binnen";"Atlantic";"IV2017100113000096";2007-08-23;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"dp_02";"2130_hd";"Doornpanne";"Binnen";"Atlantic";"IV2017100113000097";2013-05-28;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"dp_01";"2160";"Doornpanne";"Binnen";"Atlantic";"IV2017100113000094";2009-08-27;"2160";2009;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"dp_01";"2160";"Doornpanne";"Binnen";"Atlantic";"IV2017100113000095";2014-07-09;"2160";2014;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"hb_02";"2130_hd";"Hoge Blekker";"Binnen";"Atlantic";"IV2017100113000227";2008-05-14;"2130_hd";2008;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"hb_02";"2130_hd";"Hoge Blekker";"Binnen";"Atlantic";"IV2017100113000228";2013-05-28;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"hb_03";"2130_hd";"Hoge Blekker";"Binnen";"Atlantic";"IV2017100113000229";2008-05-14;"2130_hd";2008;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"hb_03";"2130_hd";"Hoge Blekker";"Binnen";"Atlantic";"IV2017100113000230";2012-05-22;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"hb_01";"2160";"Hoge Blekker";"Binnen";"Atlantic";"IV2017100113000225";2009-08-28;"2160";2009;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"hb_01";"2160";"Hoge Blekker";"Binnen";"Atlantic";"IV2017100113000226";2014-07-29;"2160";2014;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"be_03";"2190_mp";"Belvédère";"Binnen";"Atlantic";"IV2017100113000018";2008-05-29;"2190";2008;2;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"be_03";"2190_mp";"Belvédère";"Binnen";"Atlantic";"IV2017100113000019";2014-06-03;"2190";2014;2;2;TRUE;TRUE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
"nd_12";"2190_mp";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000544";2007-08-31;"2190_mp";2007;3;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_12";"2190_mp";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000545";2012-07-19;"2190_mp";2012;3;2;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_12";"2190_mp";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000546";2015-07-28;"2190_mp";2015;3;3;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_07";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000531";2007-09-13;"2130_hd";2007;3;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_07";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000532";2013-07-26;"2130_hd";2013;3;2;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_07";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017112811484718";2016-12-31;"2130_hd";2016;3;3;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_08";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000533";2009-07-20;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_08";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000534";2013-08-20;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_17";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000556";2007-08-31;"2130_hd";2007;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_17";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000557";2013-07-25;"2130_hd";2013;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_01";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000513";2007-07-05;"2130_hd";2007;3;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_01";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000514";2010-07-14;"2130_hd";2010;3;2;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_01";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000515";2014-07-29;"2130_hd";2014;3;3;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_06";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000528";2007-07-05;"2130_hd";2007;3;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_06";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000529";2010-07-20;"2130_hd";2010;3;2;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_06";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000530";2012-07-19;"2130_hd";2012;3;3;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_15";"2160";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000551";2007-08-31;"2160";2007;2;1;FALSE;FALSE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"nd_15";"2160";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000552";2013-07-25;"2160";2013;2;2;TRUE;TRUE;TRUE;1;15,1268292682927;15,1268292682927;1;19,38125;19,38125
"nd_23";"2130_hd";"Fluithoek";"Binnen";"Atlantic";"IV2017100113000565";2009-08-27;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_23";"2130_hd";"Fluithoek";"Binnen";"Atlantic";"IV2017100113000566";2014-07-29;"2130_hd";2014;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_22";"2190_mp";"Fluithoek";"Binnen";"Atlantic";"IV2017100113000563";2010-07-20;"2190_mp";2010;2;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_22";"2190_mp";"Fluithoek";"Binnen";"Atlantic";"IV2017100113000564";2013-07-26;"2190_mp";2013;2;2;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_21";"2190_mp";"Fluithoek";"Binnen";"Atlantic";"IV2017100113000561";2007-07-05;"2190_mp";2007;2;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_21";"2190_mp";"Fluithoek";"Binnen";"Atlantic";"IV2017100113000562";2010-07-20;"2190_mp";2010;2;2;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_05";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000526";2009-07-20;"2130_hd";2009;3;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_05";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000527";2013-08-20;"2130_hd";2013;3;2;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_05";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017112812532412";2016-12-31;"2130_hd";2016;3;3;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_02";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000516";2006-07-07;"2130_hd";2006;4;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_02";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000517";2007-07-05;"2130_hd";2007;4;2;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_02";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000518";2010-07-14;"2130_hd";2010;4;3;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_02";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000519";2014-06-11;"2130_hd";2014;4;4;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_14";"2190_mp";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000550";2010-07-20;"2190_mp";2010;1;1;TRUE;TRUE;FALSE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_10";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000537";2006-07-07;"2130_hd";2006;4;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_10";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000538";2007-07-05;"2130_hd";2007;4;2;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_10";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000539";2010-07-20;"2130_hd";2010;4;3;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_10";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000540";2013-08-20;"2130_hd";2013;4;4;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_20";"2190_mp";"Fluithoek";"Binnen";"Atlantic";"IV2017100113000560";2013-07-26;"2190_mp";2013;2;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_20";"2190_mp";"Fluithoek";"Binnen";"Atlantic";"IV2017112813051212";2016-12-31;"2190_mp";2016;2;2;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"nd_09";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000535";2009-04-29;"2130_hd";2009;2;1;FALSE;FALSE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"nd_09";"2130_hd";"Noordduinen";"Binnen";"Atlantic";"IV2017100113000536";2012-05-22;"2130_hd";2012;2;2;TRUE;TRUE;TRUE;1;3,91446540880503;3,91446540880503;1;6,16237623762376;6,16237623762376
"ca_05";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000040";2008-08-05;"2130_had";2008;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_05";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000041";2014-06-18;"2130_had";2014;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_02";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000035";2008-08-05;"2130_had";2008;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_02";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000036";2012-07-03;"2130_had";2012;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_03";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000037";2009-06-08;"2130_had";2009;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_03";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000038";2012-05-30;"2130_had";2012;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_07";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000043";2008-08-27;"2130_had";2008;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_07";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000044";2012-05-30;"2130_had";2012;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_08";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000045";2008-08-27;"2130_had";2008;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_08";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000046";2012-05-30;"2130_had";2012;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_09";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000047";2008-08-27;"2130_had";2008;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_09";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000048";2014-06-18;"2130_had";2014;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_11";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000051";2008-08-27;"2130_had";2008;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_11";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000052";2014-06-18;"2130_had";2014;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_13";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000054";2009-06-24;"2130_had";2009;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_13";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000055";2014-06-18;"2130_had";2014;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_10";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000049";2008-08-27;"2130_had";2008;2;1;FALSE;FALSE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"ca_10";"2130_had";"Cabour";"Binnen";"Atlantic";"IV2017100113000050";2014-06-18;"2130_had";2014;2;2;TRUE;TRUE;TRUE;1;4,3448275862069;4,3448275862069;1;6,3;6,3
"hs_20";"2190_mp";"Houtsaegerduinen";"Binnen";"Atlantic";"IV2017100113000304";2009-09-02;"2190_mp";2009;2;1;FALSE;FALSE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"hs_20";"2190_mp";"Houtsaegerduinen";"Binnen";"Atlantic";"IV2017100113000305";2014-07-17;"2190_mp";2014;2;2;TRUE;TRUE;TRUE;1;0,168181818181818;0,168181818181818;1;0,2;0,2
"gd_04";"2190_mp";"Groenendijk";"Binnen";"Atlantic";"IV2017100113000117";2009-06-25;"2190";2009;2;1;FALSE;FALSE;TRUE;1;1,41470588235294;1,41470588235294;1;1,924;1,924
