"Scenario";"IDPlots";"Habitattype";"Habitatsubtype";"Versie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"Combinatie cirkelplot en vegetatieplot";1004470;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;10;12;1;83,3333333333333;0
"Combinatie cirkelplot en vegetatieplot";1013294;7140;"7140_meso";"Versie 2.0";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;4;8;1;50;0
"Combinatie cirkelplot en vegetatieplot";1013294;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;8;12;2;66,6666666666667;0
"Combinatie cirkelplot en vegetatieplot";1022766;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";30;5,635;1,6905;8;9;0;88,8888888888889;1
"Combinatie cirkelplot en vegetatieplot";1022766;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";30;5,635;1,6905;10;11;0;90,9090909090909;1
"Combinatie cirkelplot en vegetatieplot";1036446;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";40;5,635;2,254;8;9;0;88,8888888888889;1
"Combinatie cirkelplot en vegetatieplot";1036446;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";40;5,635;2,254;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";1040518;6230;"6230_hn";"Versie 2.0";"Binnen";"Atlantic";73;7,67647058823529;5,60382352941176;7;8;1;87,5;0
"Combinatie cirkelplot en vegetatieplot";1040518;6230;"6230_hn";"Versie 3";"Binnen";"Atlantic";73;7,67647058823529;5,60382352941176;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";1062930;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";80;0,621739130434783;0,497391304347826;8;11;1;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";1062930;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";80;0,621739130434783;0,497391304347826;10;13;2;76,9230769230769;0
"Combinatie cirkelplot en vegetatieplot";1085366;6230;"6230_hn";"Versie 2.0";"Binnen";"Atlantic";62;7,67647058823529;4,75941176470588;8;8;0;100;1
"Combinatie cirkelplot en vegetatieplot";1085366;6230;"6230_hn";"Versie 3";"Binnen";"Atlantic";62;7,67647058823529;4,75941176470588;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";1087350;7140;"7140_meso";"Versie 2.0";"Binnen";"Atlantic";87;6,17391304347826;5,37130434782609;2;8;1;25;0
"Combinatie cirkelplot en vegetatieplot";1087350;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";87;6,17391304347826;5,37130434782609;6;12;1;50;0
"Combinatie cirkelplot en vegetatieplot";1115122;6230;"6230_hn";"Versie 2.0";"Buiten";"Atlantic";70;9,9;6,93;7;8;1;87,5;0
"Combinatie cirkelplot en vegetatieplot";1115122;6230;"6230_hn";"Versie 3";"Buiten";"Atlantic";70;9,9;6,93;8;9;1;88,8888888888889;0
"Combinatie cirkelplot en vegetatieplot";1117877;1330;"1330_hpr";"Versie 2.0";"Binnen";"Atlantic";50;5,18125;2,590625;6;6;0;100;1
"Combinatie cirkelplot en vegetatieplot";1117877;1330;"1330_hpr";"Versie 3";"Binnen";"Atlantic";50;5,18125;2,590625;6;6;0;100;1
"Combinatie cirkelplot en vegetatieplot";1140434;7140;"7140_meso";"Versie 2.0";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261;5;8;0;62,5;1
"Combinatie cirkelplot en vegetatieplot";1140434;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261;9;12;0;75;1
"Combinatie cirkelplot en vegetatieplot";1150886;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";96;5,635;5,4096;7;9;0;77,7777777777778;1
"Combinatie cirkelplot en vegetatieplot";1150886;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";96;5,635;5,4096;8;11;1;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";1156230;6410;"6410_mo";"Versie 2.0";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333;8;11;2;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";1156230;6410;"6410_mo";"Versie 3";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333;11;13;2;84,6153846153846;0
"Combinatie cirkelplot en vegetatieplot";1216422;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";90;5,635;5,0715;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";1216422;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";90;5,635;5,0715;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";1286278;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";50;1,5;0,75;9;11;0;81,8181818181818;1
"Combinatie cirkelplot en vegetatieplot";1286278;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";50;1,5;0,75;10;13;0;76,9230769230769;1
"Combinatie cirkelplot en vegetatieplot";1346134;6410;"6410_ve";"Versie 2.0";"Buiten";"Atlantic";100;4,2;4,2;9;11;1;81,8181818181818;0
"Combinatie cirkelplot en vegetatieplot";1346134;6410;"6410_ve";"Versie 3";"Buiten";"Atlantic";100;4,2;4,2;9;13;1;69,2307692307692;0
"Combinatie cirkelplot en vegetatieplot";1348277;1330;"1330_hpr";"Versie 2.0";"Binnen";"Atlantic";71;5,18125;3,6786875;5;6;0;83,3333333333333;1
"Combinatie cirkelplot en vegetatieplot";1348277;1330;"1330_hpr";"Versie 3";"Binnen";"Atlantic";71;5,18125;3,6786875;5;6;0;83,3333333333333;1
"Combinatie cirkelplot en vegetatieplot";1367026;7140;"7140_oli";"Versie 2.0";"Binnen";"Atlantic";50;9,97272727272727;4,98636363636364;5;9;2;55,5555555555556;0
"Combinatie cirkelplot en vegetatieplot";1367026;7140;"7140_oli";"Versie 3";"Binnen";"Atlantic";50;9,97272727272727;4,98636363636364;8;10;2;80;0
"Combinatie cirkelplot en vegetatieplot";1388150;7140;"7140_meso";"Versie 2.0";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;5;8;1;62,5;0
"Combinatie cirkelplot en vegetatieplot";1388150;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;9;12;1;75;0
"Combinatie cirkelplot en vegetatieplot";1403657;1330;"1330_hpr";"Versie 2.0";"Binnen";"Atlantic";39;5,18125;2,0206875;5;6;0;83,3333333333333;1
"Combinatie cirkelplot en vegetatieplot";1403657;1330;"1330_hpr";"Versie 3";"Binnen";"Atlantic";39;5,18125;2,0206875;5;6;0;83,3333333333333;1
"Combinatie cirkelplot en vegetatieplot";1428270;6230;"6230_hn";"Versie 2.0";"Buiten";"Atlantic";47;9,9;4,653;7;8;1;87,5;0
"Combinatie cirkelplot en vegetatieplot";1428270;6230;"6230_hn";"Versie 3";"Buiten";"Atlantic";47;9,9;4,653;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";1436718;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";75;5,635;4,22625;7;9;1;77,7777777777778;0
"Combinatie cirkelplot en vegetatieplot";1436718;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";75;5,635;4,22625;9;11;2;81,8181818181818;0
"Combinatie cirkelplot en vegetatieplot";1436882;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";20;5,635;1,127;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";1436882;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";20;5,635;1,127;10;11;1;90,9090909090909;0
"Combinatie cirkelplot en vegetatieplot";1443378;6230;"6230_hn";"Versie 2.0";"Buiten";"Atlantic";53;9,9;5,247;8;8;0;100;1
"Combinatie cirkelplot en vegetatieplot";1443378;6230;"6230_hn";"Versie 3";"Buiten";"Atlantic";53;9,9;5,247;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";1468114;7140;"7140_oli";"Versie 2.0";"Binnen";"Atlantic";70;9,97272727272727;6,98090909090909;7;9;1;77,7777777777778;0
"Combinatie cirkelplot en vegetatieplot";1468114;7140;"7140_oli";"Versie 3";"Binnen";"Atlantic";70;9,97272727272727;6,98090909090909;9;10;1;90;0
"Combinatie cirkelplot en vegetatieplot";1474526;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";10;5,635;0,5635;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";1474526;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";10;5,635;0,5635;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";1566033;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";100;5,635;5,635;7;9;1;77,7777777777778;0
"Combinatie cirkelplot en vegetatieplot";1566033;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";100;5,635;5,635;9;11;1;81,8181818181818;0
"Combinatie cirkelplot en vegetatieplot";1576886;7140;"7140_oli";"Versie 2.0";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727;5;9;2;55,5555555555556;0
"Combinatie cirkelplot en vegetatieplot";1576886;7140;"7140_oli";"Versie 3";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727;7;10;2;70;0
"Combinatie cirkelplot en vegetatieplot";1583446;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";70;0,621739130434783;0,435217391304348;7;11;1;63,6363636363636;0
"Combinatie cirkelplot en vegetatieplot";1583446;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";70;0,621739130434783;0,435217391304348;9;13;2;69,2307692307692;0
"Combinatie cirkelplot en vegetatieplot";1618054;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";100;1,5;1,5;8;11;2;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";1618054;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";100;1,5;1,5;8;13;2;61,5384615384615;0
"Combinatie cirkelplot en vegetatieplot";1635254;7140;"7140_meso";"Versie 2.0";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;5;8;1;62,5;0
"Combinatie cirkelplot en vegetatieplot";1635254;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;9;12;1;75;0
"Combinatie cirkelplot en vegetatieplot";1642233;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783;9;11;1;81,8181818181818;0
"Combinatie cirkelplot en vegetatieplot";1642233;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783;11;13;1;84,6153846153846;0
"Combinatie cirkelplot en vegetatieplot";1711014;6230;"6230_ha";"Versie 2.0";"Binnen";"Atlantic";70;7,67647058823529;5,37352941176471;5;6;0;83,3333333333333;1
"Combinatie cirkelplot en vegetatieplot";1711014;6230;"6230_ha";"Versie 3";"Binnen";"Atlantic";70;7,67647058823529;5,37352941176471;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";1749942;7140;"7140_meso";"Versie 2.0";"Binnen";"Atlantic";81;6,17391304347826;5,00086956521739;4;8;1;50;0
"Combinatie cirkelplot en vegetatieplot";1749942;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";81;6,17391304347826;5,00086956521739;7;12;1;58,3333333333333;0
"Combinatie cirkelplot en vegetatieplot";1884126;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";100;5,635;5,635;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";1884126;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";100;5,635;5,635;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";2133734;6230;"6230_hmo";"Versie 2.0";"Buiten";"Atlantic";90;5,86666666666667;5,28;7;9;0;77,7777777777778;1
"Combinatie cirkelplot en vegetatieplot";2133734;6230;"6230_hmo";"Versie 3";"Buiten";"Atlantic";90;5,86666666666667;5,28;8;11;1;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";2133926;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";50;5,635;2,8175;8;9;1;88,8888888888889;0
"Combinatie cirkelplot en vegetatieplot";2133926;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";50;5,635;2,8175;9;11;2;81,8181818181818;0
"Combinatie cirkelplot en vegetatieplot";2160774;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";55;0,621739130434783;0,34195652173913;7;11;1;63,6363636363636;0
"Combinatie cirkelplot en vegetatieplot";2160774;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";55;0,621739130434783;0,34195652173913;9;13;2;69,2307692307692;0
"Combinatie cirkelplot en vegetatieplot";2173889;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783;9;11;0;81,8181818181818;1
"Combinatie cirkelplot en vegetatieplot";2173889;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783;11;13;2;84,6153846153846;0
"Combinatie cirkelplot en vegetatieplot";2225078;7140;"7140_meso";"Versie 2.0";"Binnen";"Atlantic";69;6,17391304347826;4,26;8;8;0;100;1
"Combinatie cirkelplot en vegetatieplot";2225078;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";69;6,17391304347826;4,26;12;12;0;100;1
"Combinatie cirkelplot en vegetatieplot";2264998;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";100;5,635;5,635;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";2264998;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";100;5,635;5,635;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";2334854;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";79;5,635;4,45165;7;9;0;77,7777777777778;1
"Combinatie cirkelplot en vegetatieplot";2334854;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";79;5,635;4,45165;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";2438198;6230;"6230_hmo";"Versie 2.0";"Binnen";"Atlantic";50;5,635;2,8175;7;9;2;77,7777777777778;0
"Combinatie cirkelplot en vegetatieplot";2438198;6230;"6230_hmo";"Versie 3";"Binnen";"Atlantic";50;5,635;2,8175;8;11;3;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";2468182;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";55;1,5;0,825;8;11;2;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";2468182;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";55;1,5;0,825;9;13;3;69,2307692307692;0
"Combinatie cirkelplot en vegetatieplot";2664513;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";100;1,5;1,5;9;11;0;81,8181818181818;1
"Combinatie cirkelplot en vegetatieplot";2664513;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";100;1,5;1,5;9;13;2;69,2307692307692;0
"Combinatie cirkelplot en vegetatieplot";2760937;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";60;1,5;0,9;7;11;2;63,6363636363636;0
"Combinatie cirkelplot en vegetatieplot";2760937;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";60;1,5;0,9;9;13;1;69,2307692307692;0
"Combinatie cirkelplot en vegetatieplot";2813697;6230;"6230_hn";"Versie 2.0";"Binnen";"Atlantic";45;7,67647058823529;3,45441176470588;7;8;1;87,5;0
"Combinatie cirkelplot en vegetatieplot";2813697;6230;"6230_hn";"Versie 3";"Binnen";"Atlantic";45;7,67647058823529;3,45441176470588;8;9;1;88,8888888888889;0
"Combinatie cirkelplot en vegetatieplot";2839602;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391;9;11;0;81,8181818181818;1
"Combinatie cirkelplot en vegetatieplot";2839602;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391;12;13;0;92,3076923076923;1
"Combinatie cirkelplot en vegetatieplot";2898758;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";64;0,621739130434783;0,397913043478261;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";2898758;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";64;0,621739130434783;0,397913043478261;12;13;1;92,3076923076923;0
"Combinatie cirkelplot en vegetatieplot";3008870;6410;"6410_mo";"Versie 2.0";"Buiten";"Atlantic";95;0,922222222222222;0,876111111111111;9;11;0;81,8181818181818;1
"Combinatie cirkelplot en vegetatieplot";3008870;6410;"6410_mo";"Versie 3";"Buiten";"Atlantic";95;0,922222222222222;0,876111111111111;13;13;0;100;1
"Combinatie cirkelplot en vegetatieplot";3016210;6410;"6410_mo";"Versie 2.0";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222;7;11;1;63,6363636363636;0
"Combinatie cirkelplot en vegetatieplot";3016210;6410;"6410_mo";"Versie 3";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222;12;13;1;92,3076923076923;0
"Combinatie cirkelplot en vegetatieplot";3219382;7140;"7140_meso";"Versie 2.0";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;6;8;1;75;0
"Combinatie cirkelplot en vegetatieplot";3219382;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;11;12;0;91,6666666666667;1
"Combinatie cirkelplot en vegetatieplot";3276198;6230;"6230_hmo";"Versie 2.0";"Buiten";"Atlantic";50;5,86666666666667;2,93333333333333;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";3276198;6230;"6230_hmo";"Versie 3";"Buiten";"Atlantic";50;5,86666666666667;2,93333333333333;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";3732406;7140;"7140_meso";"Versie 2.0";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;5;8;0;62,5;1
"Combinatie cirkelplot en vegetatieplot";3732406;7140;"7140_meso";"Versie 3";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826;10;12;0;83,3333333333333;1
"Combinatie cirkelplot en vegetatieplot";3734950;6230;"6230_hn";"Versie 2.0";"Buiten";"Atlantic";83;9,9;8,217;8;8;0;100;1
"Combinatie cirkelplot en vegetatieplot";3734950;6230;"6230_hn";"Versie 3";"Buiten";"Atlantic";83;9,9;8,217;9;9;0;100;1
"Combinatie cirkelplot en vegetatieplot";3741830;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";74;0,621739130434783;0,460086956521739;7;11;1;63,6363636363636;0
"Combinatie cirkelplot en vegetatieplot";3741830;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";74;0,621739130434783;0,460086956521739;8;13;2;61,5384615384615;0
"Combinatie cirkelplot en vegetatieplot";3777298;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";80;0,621739130434783;0,497391304347826;9;11;0;81,8181818181818;1
"Combinatie cirkelplot en vegetatieplot";3777298;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";80;0,621739130434783;0,497391304347826;11;13;0;84,6153846153846;1
"Combinatie cirkelplot en vegetatieplot";4008897;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783;10;11;0;90,9090909090909;1
"Combinatie cirkelplot en vegetatieplot";4008897;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783;10;13;2;76,9230769230769;0
"Combinatie cirkelplot en vegetatieplot";4026418;6410;"6410_mo";"Versie 2.0";"Buiten";"Atlantic";50;0,922222222222222;0,461111111111111;8;11;0;72,7272727272727;1
"Combinatie cirkelplot en vegetatieplot";4026418;6410;"6410_mo";"Versie 3";"Buiten";"Atlantic";50;0,922222222222222;0,461111111111111;10;13;1;76,9230769230769;0
"Combinatie cirkelplot en vegetatieplot";4042038;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";80;0,621739130434783;0,497391304347826;10;11;1;90,9090909090909;0
"Combinatie cirkelplot en vegetatieplot";4042038;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";80;0,621739130434783;0,497391304347826;12;13;1;92,3076923076923;0
"Combinatie cirkelplot en vegetatieplot";4057446;6410;"6410_mo";"Versie 2.0";"Buiten";"Atlantic";78;0,922222222222222;0,719333333333333;7;11;1;63,6363636363636;0
"Combinatie cirkelplot en vegetatieplot";4057446;6410;"6410_mo";"Versie 3";"Buiten";"Atlantic";78;0,922222222222222;0,719333333333333;10;13;1;76,9230769230769;0
"Combinatie cirkelplot en vegetatieplot";4390190;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";100;1,5;1,5;9;11;1;81,8181818181818;0
"Combinatie cirkelplot en vegetatieplot";4390190;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";100;1,5;1,5;8;13;2;61,5384615384615;0
"Combinatie cirkelplot en vegetatieplot";4501586;6120;"6120";"Versie 2.0";"Binnen";"Atlantic";30;0,95;0,285;8;8;0;100;1
"Combinatie cirkelplot en vegetatieplot";4501586;6120;"6120";"Versie 3";"Binnen";"Atlantic";30;0,95;0,285;8;10;1;80;0
"Combinatie cirkelplot en vegetatieplot";4598982;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";4598982;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391;12;13;1;92,3076923076923;0
"Combinatie cirkelplot en vegetatieplot";4599942;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";100;1,5;1,5;9;11;1;81,8181818181818;0
"Combinatie cirkelplot en vegetatieplot";4599942;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";100;1,5;1,5;9;13;1;69,2307692307692;0
"Combinatie cirkelplot en vegetatieplot";4975814;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";60;0,621739130434783;0,37304347826087;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";4975814;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";60;0,621739130434783;0,37304347826087;13;13;0;100;1
"Combinatie cirkelplot en vegetatieplot";5624882;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";50;1,5;0,75;9;11;1;81,8181818181818;0
"Combinatie cirkelplot en vegetatieplot";5624882;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";50;1,5;0,75;9;13;1;69,2307692307692;0
"Combinatie cirkelplot en vegetatieplot";5783154;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";30;0,621739130434783;0,186521739130435;9;11;0;81,8181818181818;1
"Combinatie cirkelplot en vegetatieplot";5783154;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";30;0,621739130434783;0,186521739130435;10;13;1;76,9230769230769;0
"Combinatie cirkelplot en vegetatieplot";6102322;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";90;1,5;1,35;8;11;1;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";6102322;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";90;1,5;1,35;9;13;2;69,2307692307692;0
"Combinatie cirkelplot en vegetatieplot";6152326;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";75;0,621739130434783;0,466304347826087;9;11;1;81,8181818181818;0
"Combinatie cirkelplot en vegetatieplot";6152326;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";75;0,621739130434783;0,466304347826087;12;13;1;92,3076923076923;0
"Combinatie cirkelplot en vegetatieplot";6194105;6410;"6410_mo";"Versie 2.0";"Buiten";"Atlantic";64;0,922222222222222;0,590222222222222;9;11;0;81,8181818181818;1
"Combinatie cirkelplot en vegetatieplot";6194105;6410;"6410_mo";"Versie 3";"Buiten";"Atlantic";64;0,922222222222222;0,590222222222222;11;13;0;84,6153846153846;1
"Combinatie cirkelplot en vegetatieplot";6645958;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";60;0,621739130434783;0,37304347826087;8;11;0;72,7272727272727;1
"Combinatie cirkelplot en vegetatieplot";6645958;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";60;0,621739130434783;0,37304347826087;10;13;1;76,9230769230769;0
"Combinatie cirkelplot en vegetatieplot";6948370;6410;"6410_mo";"Versie 2.0";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222;9;11;0;81,8181818181818;1
"Combinatie cirkelplot en vegetatieplot";6948370;6410;"6410_mo";"Versie 3";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222;11;13;0;84,6153846153846;1
"Combinatie cirkelplot en vegetatieplot";7072966;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";7072966;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391;12;13;1;92,3076923076923;0
"Combinatie cirkelplot en vegetatieplot";7203174;6410;"6410_mo";"Versie 2.0";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222;8;11;0;72,7272727272727;1
"Combinatie cirkelplot en vegetatieplot";7203174;6410;"6410_mo";"Versie 3";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222;11;13;0;84,6153846153846;1
"Combinatie cirkelplot en vegetatieplot";8121542;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";90;0,621739130434783;0,559565217391304;8;11;2;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";8121542;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";90;0,621739130434783;0,559565217391304;11;13;2;84,6153846153846;0
"Combinatie cirkelplot en vegetatieplot";8158406;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";60;0,621739130434783;0,37304347826087;10;11;0;90,9090909090909;1
"Combinatie cirkelplot en vegetatieplot";8158406;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";60;0,621739130434783;0,37304347826087;13;13;0;100;1
"Combinatie cirkelplot en vegetatieplot";9087041;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";90;1,5;1,35;11;11;0;100;1
"Combinatie cirkelplot en vegetatieplot";9087041;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";90;1,5;1,35;11;13;1;84,6153846153846;0
"Combinatie cirkelplot en vegetatieplot";10766985;6410;"6410_mo";"Versie 2.0";"Binnen";"Atlantic";95;0,621739130434783;0,590652173913043;8;11;1;72,7272727272727;0
"Combinatie cirkelplot en vegetatieplot";10766985;6410;"6410_mo";"Versie 3";"Binnen";"Atlantic";95;0,621739130434783;0,590652173913043;7;13;3;53,8461538461538;0
"Combinatie cirkelplot en vegetatieplot";11366482;6120;"6120";"Versie 2.0";"Binnen";"Atlantic";30;0,95;0,285;6;8;0;75;1
"Combinatie cirkelplot en vegetatieplot";11366482;6120;"6120";"Versie 3";"Binnen";"Atlantic";30;0,95;0,285;6;10;2;60;0
"Combinatie cirkelplot en vegetatieplot";14029138;6120;"6120";"Versie 2.0";"Binnen";"Atlantic";87;0,95;0,8265;6;8;2;75;0
"Combinatie cirkelplot en vegetatieplot";14029138;6120;"6120";"Versie 3";"Binnen";"Atlantic";87;0,95;0,8265;9;10;1;90;0
"Combinatie cirkelplot en vegetatieplot";17475649;6410;"6410_ve";"Versie 2.0";"Binnen";"Atlantic";100;1,5;1,5;10;11;0;90,9090909090909;1
"Combinatie cirkelplot en vegetatieplot";17475649;6410;"6410_ve";"Versie 3";"Binnen";"Atlantic";100;1,5;1,5;10;13;1;76,9230769230769;0
