"";"ID";"Habitattype";"RecordingGivid";"UserReference";"LocationCode";"Observer";"VagueDateBegin";"Kolom1";"Betrouwbaarheid";"Waterpeil";"Regio";"SBZH";"ID_Plas";"OppKl";"Oppervlakte_plas"
"218";"LI_WIK_007_3130a_16";"3130_aom";"IV2018082108365086";"LI_WIK_007_3130a_16";"LI_WIK_007";"An Leyssen";"2016-09-08";"LI_WIK_007";"matig";"Droogstaand (groot deel)";"Atlantisch";"binnen";"20129";"Opp <= 1 ha";6751,375416
"219";"LI_WIK_007_3130n_16";"3130_na";"IV2018082109180907";"LI_WIK_007_3130n_16";"LI_WIK_007";"An Leyssen";"2016-09-08";"LI_WIK_007";"laag";"Droogstaand (groot deel)";"Atlantisch";"binnen";"20129";"Opp <= 1 ha";6751,375416
"220";"LI_WIK_008_3130a_18";"3130_aom";"IV2018083009353126";"LI_WIK_008_3130a_18";"LI_WIK_008";"Vincent Smeekens";"2018-08-01";"LI_WIK_008";"hoog";"Normaal";"Atlantisch";"binnen";"BL_75262";"Opp <= 1 ha";9731,347748
"221";"LI_ZUT_001_3130a_17";"3130_aom";"IV2018031612111040";"LI_ZUT_001_3130a_17";"LI_ZUT_001";"Vincent Smeekens";"2017-09-19";"LI_ZUT_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_77554";"1 ha < Opp <= 5 ha";23038,029923
"222";"LI_ZUT_001_3140_17";"3140";"IV2018031612035132";"LI_ZUT_001_3140_17";"LI_ZUT_001";"Vincent Smeekens";"2017-09-19";"LI_ZUT_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_77554";"1 ha < Opp <= 5 ha";23038,029923
"223";"OV_DAM_001_3150_18";"3150";"IV2018090514382356";"OV_DAM_001_3150_18";"OV_DAM_001";"Kevin Scheers en Vincent Smeekens";"2018-07-16";"OV_DAM_001";"hoog";"Normaal";"Atlantisch";"binnen";"52958";"Opp <= 1 ha";8791,702574
"224";"OV_DON_003_3150_18";"3150";"IV2018090412483372";"OV_DON_003_3150_18";"OV_DON_003";"Kevin Scheers";"2018-08-08";"OV_DON_003";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";6936,676874
"225";"OV_FON_001_3150_17";"3150";"IV2017121415063194";"OV_FON_001_3150_17";"OV_FON_001";"Kevin Scheers";"2017-07-20";"OV_FON_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";NA;"Opp <= 1 ha";1378,028564
"226";"OV_FON_002_3140_17";"3140";"IV2018091413035960";"OV_FON_002_3140_17";"OV_FON_002";"Kevin Scheers";"2017-07-14";"OV_FON_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";NA;"Opp <= 1 ha";4196,550087
"227";"OV_KRA_001_3130a_18";"3130_aom";"IV2018101722193842";"OV_KRA_001_3130a_18";"OV_KRA_001";"Jo Packet";"2018-10-03";"OV_KRA_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"19909";"5 ha < Opp < 50 ha";89100,381771
"228";"OV_KRA_001_3130n_18";"3130_na";"IV2018101722342586";"OV_KRA_001_3130n_18";"OV_KRA_001";"Jo Packet";"2018-10-03";"OV_KRA_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"19909";"5 ha < Opp < 50 ha";89100,381771
"229";"OV_LIN_001_3150_18";"3150";"IV2018090409354837";"OV_LIN_001_3150_18";"OV_LIN_001";"Kevin Scheers";"2018-07-27";"OV_LIN_001";"hoog";"Droogstaand (groot deel)";"Atlantisch";"binnen";NA;"Opp <= 1 ha";1131,329
"230";"OV_STB_002_3130a_17";"3130_aom";"IV2018022807290902";"OV_STB_002_3130a_17";"OV_STB_002";"Kevin Scheers";"2017-08-04";"OV_STB_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BWK_746";"Opp <= 1 ha";1194,803576
"231";"OV_STB_002_3140_17";"3140";"IV2018022807471313";"OV_STB_002_3140_17";"OV_STB_002";"Kevin Scheers";"2017-08-04";"OV_STB_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BWK_746";"Opp <= 1 ha";1194,803576
"232";"VB_ASD_001_3130a_18";"3130_aom";"IV2018082311251393";"VB_ASD_001_3130a_18";"VB_ASD_001";"Vincent Smeekens";"2018-06-22";"VB_ASD_001";"hoog";"Normaal";"Atlantisch";"binnen";"20631";"Opp <= 1 ha";4612,083736
"233";"VB_KBL_001_3150_17";"3150";"IV2018030108203323";"VB_KBL_001_3150_17";"VB_KBL_001";"Vincent Smeekens";"2017-08-16";"VB_KBL_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";NA;"Opp <= 1 ha";240,763981
"234";"VB_KBL_002_3130a_17";"3130_aom";"IV2018030108265950";"VB_KBL_002_3130a_17";"VB_KBL_002";"Vincent Smeekens";"2017-08-16";"VB_KBL_002";"hoog";"Droogstaand (groot deel)";"Atlantisch";"binnen";"BL_40482";"Opp <= 1 ha";238,430313
"235";"VB_KOR_001_3150_18";"3150";"IV2018091112013619";"VB_KOR_001_3150_18";"VB_KOR_001";"Vincent Smeekens en Kevin Scheers";"2018-08-22";"VB_KOR_001";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";NA;"Opp <= 1 ha";6621,360788
"236";"VB_VDB_001_3150_17";"3150";"IV2018022808530677";"VB_VDB_001_3150_17";"VB_VDB_001";"Vincent Smeekens";"2017-10-02";"VB_VDB_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_42025";"Opp <= 1 ha";588,085823
"237";"VB_VIE_004_3130a_17";"3130_aom";"IV2017120808375733";"VB_VIE_004_3130a_17";"VB_VIE_004";"Vincent Smeekens";"2017-07-07";"VB_VIE_004";"hoog";"Normaal";"Atlantisch";"binnen";"1294";"Opp <= 1 ha";748,348824
"238";"VB_VIE_004_3150_17";"3150";"IV2017120808302127";"VB_VIE_004_3150_17";"VB_VIE_004";"Vincent Smeekens";"2017-07-07";"VB_VIE_004";"hoog";"Normaal";"Atlantisch";"binnen";"1294";"Opp <= 1 ha";748,348824
"239";"VB_VIN_002_3150_18";"3150";"IV2018101719542365";"VB_VIN_002_3150_18";"VB_VIN_002";"Jo Packet";"2018-09-24";"VB_VIN_002";"hoog";"Normaal";"Atlantisch";"binnen";"BL_41731";"Opp <= 1 ha";874,109455
"240";"VB_VOR_002_3150_17";"3150";"IV2018030107523816";"VB_VOR_002_3150_17";"VB_VOR_002";"Vincent Smeekens";"2017-08-16";"VB_VOR_002";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";121,483492
"241";"VB_VOR_003_3150_17";"3150";"IV2018030108093775";"VB_VOR_003_3150_17";"VB_VOR_003";"Vincent Smeekens";"2017-08-16";"VB_VOR_003";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";67,345087
"242";"VB_VOR_005_3130a_18";"3130_aom";"IV2018101515285131";"VB_VOR_005_3130a_18";"VB_VOR_005";"Vincent Smeekens";"2018-09-24";"VB_VOR_005";"hoog";"Normaal";"Atlantisch";"binnen";"BL_39111";"Opp <= 1 ha";91,690865
"243";"VB_VOR_005_3150_18";"3150";"IV2018101515220639";"VB_VOR_005_3150_18";"VB_VOR_005";"Vincent Smeekens";"2018-09-24";"VB_VOR_005";"hoog";"Normaal";"Atlantisch";"binnen";"BL_39111";"Opp <= 1 ha";91,690865
"244";"WV_BBV_001_3130a_17";"3130_aom";"IV2018030110052976";"WV_BBV_001_3130a_17";"WV_BBV_001";"Kevin Scheers";"2017-10-18";"WV_BBV_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_64900";"Opp <= 1 ha";241,830942
"245";"WV_BBV_002_3130a_17";"3130_aom";"IV2018030110125920";"WV_BBV_002_3130a_17";"WV_BBV_002";"Kevin Scheers";"2017-10-18";"WV_BBV_002";"hoog";"Normaal";"Atlantisch";"binnen";"BWK_761";"Opp <= 1 ha";5310,550331
"246";"WV_BBV_002_3130n_17";"3130_na";"IV2018030110195394";"WV_BBV_002_3130n_17";"WV_BBV_002";"Kevin Scheers";"2017-10-18";"WV_BBV_002";"hoog";"Normaal";"Atlantisch";"binnen";"BWK_761";"Opp <= 1 ha";5310,550331
"247";"WV_BBV_003_3130a_17";"3130_aom";"IV2018030110233140";"WV_BBV_003_3130a_17";"WV_BBV_003";"Kevin Scheers";"2017-10-18";"WV_BBV_003";"hoog";"Normaal";"Atlantisch";"binnen";"BL_62745";"Opp <= 1 ha";452,318834
"248";"WV_BUL_002_3130a_17";"3130_aom";"IV2018030109571495";"WV_BUL_002_3130a_17";"WV_BUL_002";"Kevin Scheers";"2017-10-20";"WV_BUL_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_52831";"Opp <= 1 ha";2239,284758
"249";"WV_DAM_001_3150_17";"3150";"IV2018082011540115";"WV_DAM_001_3150_17";"WV_DAM_001";"Jo Packet";"2017-10-10";"WV_DAM_001";"hoog";"Normaal";"Atlantisch";"buiten";"BL_59545";"Opp <= 1 ha";7661,479421
"250";"WV_GUP_001_3130a_18";"3130_aom";"IV2018090510080311";"WV_GUP_001_3130a_18";"WV_GUP_001";"Kevin Scheers";"2017-10-04";"WV_GUP_001";"hoog";"Normaal";"Atlantisch";"binnen";"BL_53602";"Opp <= 1 ha";1170,537502
"251";"WV_GUP_002_3130a_17";"3130_aom";"IV2018090510175155";"WV_GUP_002_3130a_17";"WV_GUP_002";"Kevin Scheers";"2017-10-04";"WV_GUP_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";NA;"Opp <= 1 ha";7796,773072
"252";"WV_GUP_002_3130n_17";"3130_na";"IV2018090510164322";"WV_GUP_002_3130n_17";"WV_GUP_002";"Kevin Scheers";"2017-10-04";"WV_GUP_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";NA;"Opp <= 1 ha";7796,773072
"253";"WV_KPV_001_3150_17";"3150";"IV2018091311180061";"WV_KPV_001_3150_17";"WV_KPV_001";"Kevin Scheers";"2017-10-04";"WV_KPV_001";"hoog";"Normaal";"Atlantisch";"binnen";NA;"Opp <= 1 ha";707,559087
"254";"WV_LEI_003_3150_17";"3150";"IV2018082109012829";"WV_LEI_003_3150_17";"WV_LEI_003";"Kevin Scheers";"2017-08-09";"WV_LEI_003";"hoog";"Normaal";"Atlantisch";"binnen";"BWK_1037";"Opp <= 1 ha";151,994032
