"Meetnet";"Periode";"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Phab";"Versie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"VBI";2;"VBI185143_2";"185143";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,71;66,6438016528926;0,771477395731532;5;10;3;50;0
"VBI";2;"VBI186107_2";"186107";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";0,93;68,8035714285714;0,93;5;10;2;50;0
"VBI";2;"VBI186107_2";"186107";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";0,93;68,8035714285714;0,93;6;10;2;60;0
"VBI";2;"VBI186108_2";"186108";"91E0";"91E0_vm";90;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;1;70;0
"VBI";2;"VBI186108_2";"186108";"91E0";"91E0_vm";90;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;8;10;2;80;0
"VBI";2;"VBI186130_2";"186130";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;2;63,6363636363636;0
"VBI";2;"VBI186130_2";"186130";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;2;70;0
"VBI";2;"VBI187001_2";"187001";"91E0";"91E0_vm";80;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;8;10;1;80;0
"VBI";2;"VBI187001_2";"187001";"91E0";"91E0_vm";80;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;2;70;0
"VBI";2;"VBI187009_2";"187009";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;6;11;2;54,5454545454545;0
"VBI";2;"VBI187009_2";"187009";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;57,19;1;8;10;1;80;0
"VBI";2;"VBI187058_2";"187058";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;11;1;72,7272727272727;0
"VBI";2;"VBI187058_2";"187058";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;10;1;80;0
"VBI";2;"VBI187065_2";"187065";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;2;45,4545454545455;0
"VBI";2;"VBI187065_2";"187065";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;2;60;0
"VBI";2;"VBI187082_2";"187082";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;6;11;1;54,5454545454545;0
"VBI";2;"VBI187082_2";"187082";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;57,19;1;6;10;1;60;0
"VBI";2;"VBI187124_2";"187124";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;6;11;2;54,5454545454545;0
"VBI";2;"VBI187124_2";"187124";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;57,19;1;8;10;1;80;0
"VBI";2;"VBI202040_2";"202040";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI202040_2";"202040";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI203009_2";"203009";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;11;2;36,3636363636364;0
"VBI";2;"VBI203009_2";"203009";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;3;10;3;30;0
"VBI";2;"VBI203018_2";"203018";"9120";"9120";60;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;1;54,5454545454545;0
"VBI";2;"VBI203018_2";"203018";"9120";"9120";60;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;2;50;0
"VBI";2;"VBI206047_2";"206047";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;11;1;72,7272727272727;0
"VBI";2;"VBI206047_2";"206047";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI206086_2";"206086";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;11;1;72,7272727272727;0
"VBI";2;"VBI206086_2";"206086";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;10;1;80;0
"VBI";2;"VBI207011_2";"207011";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;5;10;1;50;0
"VBI";2;"VBI207011_2";"207011";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;7;10;1;70;0
"VBI";2;"VBI207049_2";"207049";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;9;11;0;81,8181818181818;1
"VBI";2;"VBI207049_2";"207049";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;10;10;0;100;1
"VBI";2;"VBI207057_2";"207057";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;7;11;0;63,6363636363636;1
"VBI";2;"VBI207057_2";"207057";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;8;10;0;80;1
"VBI";2;"VBI211004_2";"211004";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;7;11;1;63,6363636363636;0
"VBI";2;"VBI211004_2";"211004";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;1;70;0
"VBI";2;"VBI211115_2";"211115";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;4;10;2;40;0
"VBI";2;"VBI211115_2";"211115";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;6;10;2;60;0
"VBI";2;"VBI212002_2";"212002";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;1;45,4545454545455;0
"VBI";2;"VBI212002_2";"212002";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;1;50;0
"VBI";2;"VBI212006_2";"212006";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;1;54,5454545454545;0
"VBI";2;"VBI212006_2";"212006";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;1;60;0
"VBI";2;"VBI212018_2";"212018";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;2;45,4545454545455;0
"VBI";2;"VBI212018_2";"212018";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;10;2;40;0
"VBI";2;"VBI212040_2";"212040";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;6;10;1;60;0
"VBI";2;"VBI212040_2";"212040";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;8;10;1;80;0
"VBI";2;"VBI213033_2";"213033";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI213033_2";"213033";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI213037_2";"213037";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,86;66,6438016528926;0,934465577928334;6;11;2;54,5454545454545;0
"VBI";2;"VBI213037_2";"213037";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,86;66,6438016528926;0,934465577928334;6;10;2;60;0
"VBI";2;"VBI213041_2";"213041";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;4;10;2;40;0
"VBI";2;"VBI213041_2";"213041";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;5;10;2;50;0
"VBI";2;"VBI213047_2";"213047";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;11;1;72,7272727272727;0
"VBI";2;"VBI213047_2";"213047";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI213067_2";"213067";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;5;10;2;50;0
"VBI";2;"VBI213067_2";"213067";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;6;10;2;60;0
"VBI";2;"VBI213076_2";"213076";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;11;2;72,7272727272727;0
"VBI";2;"VBI213076_2";"213076";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;2;70;0
"VBI";2;"VBI215068_2";"215068";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI215068_2";"215068";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI218123_2";"218123";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";0,98;12,5555555555556;10,3428663446055;4;10;2;40;0
"VBI";2;"VBI218123_2";"218123";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";0,98;12,5555555555556;10,3428663446055;6;10;2;60;0
"VBI";2;"VBI222132_2";"222132";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;7;10;1;70;0
"VBI";2;"VBI222132_2";"222132";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;6;10;2;60;0
"VBI";2;"VBI224137_2";"224137";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;6;10;1;60;0
"VBI";2;"VBI224137_2";"224137";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;5;10;2;50;0
"VBI";2;"VBI226018_2";"226018";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";0,64;106,804761904762;1,2942763371443;6;10;1;60;0
"VBI";2;"VBI226018_2";"226018";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";0,64;106,804761904762;1,2942763371443;7;10;1;70;0
"VBI";2;"VBI226019_2";"226019";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;1;45,4545454545455;0
"VBI";2;"VBI226019_2";"226019";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;1;50;0
"VBI";2;"VBI226022_2";"226022";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;9;11;1;81,8181818181818;0
"VBI";2;"VBI226022_2";"226022";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;2;70;0
"VBI";2;"VBI226036_2";"226036";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;8;10;1;80;0
"VBI";2;"VBI226036_2";"226036";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;7;10;3;70;0
"VBI";2;"VBI226044_2";"226044";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;6;11;1;54,5454545454545;0
"VBI";2;"VBI226044_2";"226044";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;1;70;0
"VBI";2;"VBI226063_2";"226063";"9130";"9130";70;"Versie 2.0";"Buiten";"Atlantic";0,92;12,5555555555556;9,70962962962963;5;10;1;50;0
"VBI";2;"VBI226063_2";"226063";"9130";"9130";70;"Versie 3";"Buiten";"Atlantic";0,92;12,5555555555556;9,70962962962963;6;10;1;60;0
"VBI";2;"VBI226148_2";"226148";"91E0";"91E0_va";80;"Versie 2.0";"Buiten";"Atlantic";0,86;106,804761904762;1,73918382803765;6;10;2;60;0
"VBI";2;"VBI226148_2";"226148";"91E0";"91E0_va";80;"Versie 3";"Buiten";"Atlantic";0,86;106,804761904762;1,73918382803765;7;10;2;70;0
"VBI";2;"VBI227019_2";"227019";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1,18965517241379;1;8;10;1;80;0
"VBI";2;"VBI227019_2";"227019";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1,18965517241379;1;9;10;1;90;0
"VBI";2;"VBI227037_2";"227037";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;6;11;2;54,5454545454545;0
"VBI";2;"VBI227037_2";"227037";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;2;70;0
"VBI";2;"VBI227081_2";"227081";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;5;10;3;50;0
"VBI";2;"VBI227081_2";"227081";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;6;10;3;60;0
"VBI";2;"VBI227142_2";"227142";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";1;12,5555555555556;10,5539452495974;4;10;3;40;0
"VBI";2;"VBI227142_2";"227142";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";1;12,5555555555556;10,5539452495974;4;10;4;40;0
"VBI";2;"VBI227153_2";"227153";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";1;12,5555555555556;10,5539452495974;5;10;2;50;0
"VBI";2;"VBI227153_2";"227153";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";1;12,5555555555556;10,5539452495974;7;10;2;70;0
"VBI";2;"VBI228141_2";"228141";"91E0";"91E0_va";70;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;8;10;0;80;1
"VBI";2;"VBI228141_2";"228141";"91E0";"91E0_va";70;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;7;10;1;70;0
"VBI";2;"VBI233054_2";"233054";"91E0";"91E0_vm";60;"Versie 2.0";"Buiten";"Atlantic";0,92;113,1;1,51230521671425;7;10;1;70;0
"VBI";2;"VBI233054_2";"233054";"91E0";"91E0_vm";60;"Versie 3";"Buiten";"Atlantic";0,92;113,1;1,51230521671425;6;10;2;60;0
"VBI";2;"VBI233118_2";"233118";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";0,62;106,804761904762;1,25383020160854;5;10;1;50;0
"VBI";2;"VBI233118_2";"233118";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";0,62;106,804761904762;1,25383020160854;5;10;3;50;0
"VBI";2;"VBI234013_2";"234013";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;2;54,5454545454545;0
"VBI";2;"VBI234013_2";"234013";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;2;60;0
"VBI";2;"VBI234069_2";"234069";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";0,84;76,021052631579;0,864976407808263;8;10;1;80;0
"VBI";2;"VBI234069_2";"234069";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";0,84;76,021052631579;0,864976407808263;8;10;1;80;0
"VBI";2;"VBI234112_2";"234112";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,93;66,6438016528926;1,01052672962018;4;11;2;36,3636363636364;0
"VBI";2;"VBI234112_2";"234112";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,93;66,6438016528926;1,01052672962018;4;10;3;40;0
"VBI";2;"VBI234159_2";"234159";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,83;59,7625;0,83;4;10;1;40;0
"VBI";2;"VBI234159_2";"234159";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,83;59,7625;0,83;4;10;1;40;0
"VBI";2;"VBI235082_2";"235082";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";1;12,5555555555556;10,5539452495974;3;10;3;30;0
"VBI";2;"VBI235082_2";"235082";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";1;12,5555555555556;10,5539452495974;4;10;3;40;0
"VBI";2;"VBI236143_2";"236143";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,97;59,7625;0,97;4;10;3;40;0
"VBI";2;"VBI236143_2";"236143";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,97;59,7625;0,97;4;10;3;40;0
"VBI";2;"VBI237014_2";"237014";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;7;10;0;70;1
"VBI";2;"VBI237014_2";"237014";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;8;10;0;80;1
"VBI";2;"VBI237029_2";"237029";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;5;10;1;50;0
"VBI";2;"VBI237029_2";"237029";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;7;10;1;70;0
"VBI";2;"VBI237042_2";"237042";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";0,82;76,021052631579;0,844381731431876;5;10;2;50;0
"VBI";2;"VBI237042_2";"237042";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";0,82;76,021052631579;0,844381731431876;6;10;2;60;0
"VBI";2;"VBI237063_2";"237063";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,87;66,6438016528926;0,945331456741454;7;11;1;63,6363636363636;0
"VBI";2;"VBI237063_2";"237063";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,87;66,6438016528926;0,945331456741454;7;10;1;70;0
"VBI";2;"VBI237149_2";"237149";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,91;59,7625;0,91;5;10;1;50;0
"VBI";2;"VBI237149_2";"237149";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,91;59,7625;0,91;6;10;1;60;0
"VBI";2;"VBI237153_2";"237153";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;5;10;2;50;0
"VBI";2;"VBI237153_2";"237153";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;4;10;2;40;0
"VBI";2;"VBI238002_2";"238002";"9160";"9160";70;"Versie 2.0";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;5;10;1;50;0
"VBI";2;"VBI238002_2";"238002";"9160";"9160";70;"Versie 3";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;7;10;1;70;0
"VBI";2;"VBI238025_2";"238025";"9120";"9120";60;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;2;54,5454545454545;0
"VBI";2;"VBI238025_2";"238025";"9120";"9120";60;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;3;50;0
"VBI";2;"VBI238064_2";"238064";"9160";"9160";70;"Versie 2.0";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;8;10;1;80;0
"VBI";2;"VBI238064_2";"238064";"9160";"9160";70;"Versie 3";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;7;10;2;70;0
"VBI";2;"VBI238126_2";"238126";"9160";"9160";90;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;9;10;0;90;1
"VBI";2;"VBI238126_2";"238126";"9160";"9160";90;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;10;10;0;100;1
"VBI";2;"VBI238140_2";"238140";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;8;10;0;80;1
"VBI";2;"VBI238140_2";"238140";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;8;10;0;80;1
"VBI";2;"VBI238147_2";"238147";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;7;10;0;70;1
"VBI";2;"VBI238147_2";"238147";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;8;10;0;80;1
"VBI";2;"VBI238148_2";"238148";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;5;10;1;50;0
"VBI";2;"VBI238148_2";"238148";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;6;10;2;60;0
"VBI";2;"VBI241019_2";"241019";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;11;1;72,7272727272727;0
"VBI";2;"VBI241019_2";"241019";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;10;1;80;0
"VBI";2;"VBI241139_2";"241139";"91E0";"91E0_vm";100;"Versie 2.0";"Buiten";"Atlantic";1;113,1;1,64381001816766;6;10;1;60;0
"VBI";2;"VBI241139_2";"241139";"91E0";"91E0_vm";100;"Versie 3";"Buiten";"Atlantic";1;113,1;1,64381001816766;6;10;1;60;0
"VBI";2;"VBI243024_2";"243024";"91E0";"91E0_vm";100;"Versie 2.0";"Buiten";"Atlantic";1;113,1;1,64381001816766;6;10;1;60;0
"VBI";2;"VBI243024_2";"243024";"91E0";"91E0_vm";100;"Versie 3";"Buiten";"Atlantic";1;113,1;1,64381001816766;7;10;1;70;0
"VBI";2;"VBI243042_2";"243042";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;1;54,5454545454545;0
"VBI";2;"VBI243042_2";"243042";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;1;60;0
"VBI";2;"VBI243048_2";"243048";"91E0";"91E0_va";80;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;6;10;1;60;0
"VBI";2;"VBI243048_2";"243048";"91E0";"91E0_va";80;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;8;10;1;80;0
"VBI";2;"VBI243051_2";"243051";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;3;10;2;30;0
"VBI";2;"VBI243051_2";"243051";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;4;10;2;40;0
"VBI";2;"VBI243055_2";"243055";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";0,63;61,3330985915493;0,63;6;11;2;54,5454545454545;0
"VBI";2;"VBI243055_2";"243055";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";0,63;61,3330985915493;0,63;5;10;3;50;0
"VBI";2;"VBI243062_2";"243062";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,85;61,3330985915493;0,85;6;11;1;54,5454545454545;0
"VBI";2;"VBI243062_2";"243062";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,85;61,3330985915493;0,85;7;10;1;70;0
"VBI";2;"VBI243074_2";"243074";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,6;66,6438016528926;0,65195272878721;7;11;2;63,6363636363636;0
"VBI";2;"VBI243074_2";"243074";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,6;66,6438016528926;0,65195272878721;7;10;2;70;0
"VBI";2;"VBI243077_2";"243077";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,64;61,3330985915493;0,64;7;11;2;63,6363636363636;0
"VBI";2;"VBI243077_2";"243077";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,64;61,3330985915493;0,64;9;10;1;90;0
"VBI";2;"VBI243082_2";"243082";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;6;10;2;60;0
"VBI";2;"VBI243082_2";"243082";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;7;10;2;70;0
"VBI";2;"VBI243094_2";"243094";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";0,89;106,804761904762;1,79985303134129;4;10;2;40;0
"VBI";2;"VBI243094_2";"243094";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";0,89;106,804761904762;1,79985303134129;7;10;2;70;0
"VBI";2;"VBI243118_2";"243118";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";0,66;68,8035714285714;0,66;5;10;1;50;0
"VBI";2;"VBI243118_2";"243118";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";0,66;68,8035714285714;0,66;7;10;1;70;0
"VBI";2;"VBI243127_2";"243127";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";0,99;68,8035714285714;0,99;5;10;1;50;0
"VBI";2;"VBI243127_2";"243127";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";0,99;68,8035714285714;0,99;6;10;1;60;0
"VBI";2;"VBI243134_2";"243134";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;1;70;0
"VBI";2;"VBI243134_2";"243134";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;2;70;0
"VBI";2;"VBI243140_2";"243140";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;1;54,5454545454545;0
"VBI";2;"VBI243140_2";"243140";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI243148_2";"243148";"9120";"9120";80;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;2;45,4545454545455;0
"VBI";2;"VBI243148_2";"243148";"9120";"9120";80;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;2;50;0
"VBI";2;"VBI244006_2";"244006";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;6;10;2;60;0
"VBI";2;"VBI244006_2";"244006";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;6;10;3;60;0
"VBI";2;"VBI244017_2";"244017";"91E0";"91E0_vn";70;"Versie 2.0";"Buiten";"Atlantic";0,99;59,7625;0,99;6;10;1;60;0
"VBI";2;"VBI244017_2";"244017";"91E0";"91E0_vn";70;"Versie 3";"Buiten";"Atlantic";0,99;59,7625;0,99;6;10;1;60;0
"VBI";2;"VBI244018_2";"244018";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;5;10;2;50;0
