"";"ID";"Habitattype";"RecordingGivid";"UserReference";"LocationCode";"Observer";"VagueDateBegin";"Kolom1";"Betrouwbaarheid";"Waterpeil";"Regio";"SBZH";"ID_Plas";"OppKl";"Oppervlakte_plas";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"Waarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"321";"AN_GSV_003_3130a_17";"3130_aom";"IV2018020909145948";"AN_GSV_003_3130a_17";"AN_GSV_003";"Vincent Smeekens";"2017-08-18";"AN_GSV_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18936";"Opp <= 1 ha";519,351395;"Versie 2.0";"3130";"Vegetatie";"sleutelsoorten";"B: 1 of 2 sleutelsoorten (uitgezonderd Moerashertshooi en Vlottende bies) minstens frequent aanwezig";1;"b";247;"415";415;"aantal sleutelsoorten ex vl bies moerashertshooi";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";13;FALSE;-1
"322";"AN_GSV_003_3130a_17";"3130_aom";"IV2018020909145948";"AN_GSV_003_3130a_17";"AN_GSV_003";"Vincent Smeekens";"2017-08-18";"AN_GSV_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18936";"Opp <= 1 ha";519,351395;"Versie 2.0";"3130";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1306;"751";751;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"3";"observatie";100;TRUE;0,7
"323";"AN_GSV_003_3130a_17";"3130_aom";"IV2018020909145948";"AN_GSV_003_3130a_17";"AN_GSV_003";"Vincent Smeekens";"2017-08-18";"AN_GSV_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18936";"Opp <= 1 ha";519,351395;"Versie 2.0";"3130";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";243;"871";871;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"324";"AN_GSV_003_3130a_17";"3130_aom";"IV2018020909145948";"AN_GSV_003_3130a_17";"AN_GSV_003";"Vincent Smeekens";"2017-08-18";"AN_GSV_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18936";"Opp <= 1 ha";519,351395;"Versie 2.0";"3130";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";242;"1492";1492;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"1";"observatie";100;TRUE;0,966666666666667
"325";"AN_GSV_003_3130a_17";"3130_aom";"IV2018020909145948";"AN_GSV_003_3130a_17";"AN_GSV_003";"Vincent Smeekens";"2017-08-18";"AN_GSV_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18936";"Opp <= 1 ha";519,351395;"Versie 2.0";"3130";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";246;"1843";1843;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"326";"AN_GSV_004_3140_17";"3140";"IV2017120813445226";"AN_GSV_004_3140_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3140";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";263;"2398 OR 2391";2398;"voor ondiepe plassen: Secchi-diepte in m";"1.5";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"4";"observatie";NA;TRUE;NA
"327";"AN_GSV_004_3140_17";"3140";"IV2017120813445226";"AN_GSV_004_3140_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3140";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";263;"2398 OR 2391";2391;"voor diepe plassen : Secchi-diepte in m";"3.2";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"0";"observatie";NA;FALSE;NA
"328";"AN_GSV_004_3140_17";"3140";"IV2017120813445226";"AN_GSV_004_3140_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3140";"Structuur";"horizontale structuur";"B: kranswiervelden 1 - 10 m<U+00B2>";1;"zb";262;"2112";2112;"grootste vegetatievlek in m²";"1";">";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"5";"observatie";NA;TRUE;NA
"329";"AN_GSV_004_3140_17";"3140";"IV2017120813445226";"AN_GSV_004_3140_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3140";"Vegetatie";"sleutelsoorten";"B: kranswiervelden aanwezig; kranswiervelden voor < 50 % bestaande uit sleutelsoorten";1;"b";266;"2135";2135;"kranswiervelden voor > = 50 % sleutelsoorten";"1";"=";NA;"Ja/nee";NA;"Ja/nee";NA;NA;"1";"observatie";NA;TRUE;NA
"330";"AN_GSV_004_3140_17";"3140";"IV2017120813445226";"AN_GSV_004_3140_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3140";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1310;"746";746;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"331";"AN_GSV_004_3140_17";"3140";"IV2017120813445226";"AN_GSV_004_3140_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3140";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";267;"820";820;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"332";"AN_GSV_004_3150_17";"3150";"IV2017120813484970";"AN_GSV_004_3150_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3150";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";271;"2396 OR 2388";2396;"voor ondiepe plassen: Secchi-diepte in m";"1.5";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"4";"observatie";NA;TRUE;NA
"333";"AN_GSV_004_3150_17";"3150";"IV2017120813484970";"AN_GSV_004_3150_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3150";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";271;"2396 OR 2388";2388;"voor diepe plassen : Secchi-diepte in m";"3.2";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"0";"observatie";NA;FALSE;NA
"334";"AN_GSV_004_3150_17";"3150";"IV2017120813484970";"AN_GSV_004_3150_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3150";"Structuur";"horizontale structuur";"B: vegetatievlek 1 - 10 m<U+00B2>";1;"zb";275;"2107";2107;"grootste vegetatievlek in m²";"1";">";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"0.5";"observatie";NA;FALSE;NA
"335";"AN_GSV_004_3150_17";"3150";"IV2017120813484970";"AN_GSV_004_3150_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3150";"Vegetatie";"sleutelsoorten";"B: 1 sleutelsoort minstens abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";274;"409 OR 444";409;"aantal sleutelsoorten abundant";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"336";"AN_GSV_004_3150_17";"3150";"IV2017120813484970";"AN_GSV_004_3150_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3150";"Vegetatie";"sleutelsoorten";"B: 1 sleutelsoort minstens abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";274;"409 OR 444";444;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"337";"AN_GSV_004_3150_17";"3150";"IV2017120813484970";"AN_GSV_004_3150_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3150";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1311;"713";713;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"338";"AN_GSV_004_3150_17";"3150";"IV2017120813484970";"AN_GSV_004_3150_17";"AN_GSV_004";"Vincent Smeekens";"2017-08-18";"AN_GSV_004";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18972";"Opp <= 1 ha";866,308739;"Versie 2.0";"3150";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";270;"825";825;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"339";"AN_GSV_005_3160_17";"3160";"IV2018031512094752";"AN_GSV_005_3160_17";"AN_GSV_005";"Vincent Smeekens";"2017-09-29";"AN_GSV_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_9666";"1 ha < Opp <= 5 ha";13563,797699;"Versie 2.0";"3160";"Vegetatie";"sleutelsoorten";"B: 2 - 3 sleutelsoorten minstens frequent aanwezig";1;"b";286;"443";443;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";9;FALSE;-1
"340";"AN_GSV_005_3160_17";"3160";"IV2018031512094752";"AN_GSV_005_3160_17";"AN_GSV_005";"Vincent Smeekens";"2017-09-29";"AN_GSV_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_9666";"1 ha < Opp <= 5 ha";13563,797699;"Versie 2.0";"3160";"Verstoring";"elektrisch geleidend vermogen";"B: < 100 <U+00B5>S/cm";1;"b";282;"1967";1967;"elektrische geleidbaarheid in µS cm-1";"100";"<";"µS/cm";"Decimaal getal";NA;"Decimaal getal";NA;"µS/cm";"32.4";"observatie";NA;TRUE;0,676
"341";"AN_GSV_005_3160_17";"3160";"IV2018031512094752";"AN_GSV_005_3160_17";"AN_GSV_005";"Vincent Smeekens";"2017-09-29";"AN_GSV_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_9666";"1 ha < Opp <= 5 ha";13563,797699;"Versie 2.0";"3160";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1314;"715";715;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,95
"342";"AN_GSV_005_3160_17";"3160";"IV2018031512094752";"AN_GSV_005_3160_17";"AN_GSV_005";"Vincent Smeekens";"2017-09-29";"AN_GSV_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_9666";"1 ha < Opp <= 5 ha";13563,797699;"Versie 2.0";"3160";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";278;"828";828;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"343";"AN_GSV_005_3160_17";"3160";"IV2018031512094752";"AN_GSV_005_3160_17";"AN_GSV_005";"Vincent Smeekens";"2017-09-29";"AN_GSV_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_9666";"1 ha < Opp <= 5 ha";13563,797699;"Versie 2.0";"3160";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";279;"1494";1494;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"4";"observatie";100;TRUE;0,866666666666667
"344";"AN_GSV_005_3160_17";"3160";"IV2018031512094752";"AN_GSV_005_3160_17";"AN_GSV_005";"Vincent Smeekens";"2017-09-29";"AN_GSV_005";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"BL_9666";"1 ha < Opp <= 5 ha";13563,797699;"Versie 2.0";"3160";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";283;"1821";1821;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"2";"observatie";100;TRUE;0,933333333333333
"345";"AN_GSV_006_3160_17";"3160";"IV2018010315005388";"AN_GSV_006_3160_17";"AN_GSV_006";"Vincent Smeekens";"2017-08-18";"AN_GSV_006";"hoog";"Droogstaand (groot deel)";"Atlantisch";"binnen";NA;"Opp <= 1 ha";2328,183292;"Versie 2.0";"3160";"Vegetatie";"sleutelsoorten";"B: 2 - 3 sleutelsoorten minstens frequent aanwezig";1;"b";286;"443";443;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"2";"berekend";9;TRUE;0
"346";"AN_GSV_006_3160_17";"3160";"IV2018010315005388";"AN_GSV_006_3160_17";"AN_GSV_006";"Vincent Smeekens";"2017-08-18";"AN_GSV_006";"hoog";"Droogstaand (groot deel)";"Atlantisch";"binnen";NA;"Opp <= 1 ha";2328,183292;"Versie 2.0";"3160";"Verstoring";"elektrisch geleidend vermogen";"B: < 100 <U+00B5>S/cm";1;"b";282;"1967";1967;"elektrische geleidbaarheid in µS cm-1";"100";"<";"µS/cm";"Decimaal getal";NA;"Decimaal getal";NA;"µS/cm";"42.6428571428571";"observatie";NA;TRUE;0,573571428571429
"347";"AN_GSV_006_3160_17";"3160";"IV2018010315005388";"AN_GSV_006_3160_17";"AN_GSV_006";"Vincent Smeekens";"2017-08-18";"AN_GSV_006";"hoog";"Droogstaand (groot deel)";"Atlantisch";"binnen";NA;"Opp <= 1 ha";2328,183292;"Versie 2.0";"3160";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1314;"715";715;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,95
"348";"AN_GSV_006_3160_17";"3160";"IV2018010315005388";"AN_GSV_006_3160_17";"AN_GSV_006";"Vincent Smeekens";"2017-08-18";"AN_GSV_006";"hoog";"Droogstaand (groot deel)";"Atlantisch";"binnen";NA;"Opp <= 1 ha";2328,183292;"Versie 2.0";"3160";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";278;"828";828;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"349";"AN_GSV_006_3160_17";"3160";"IV2018010315005388";"AN_GSV_006_3160_17";"AN_GSV_006";"Vincent Smeekens";"2017-08-18";"AN_GSV_006";"hoog";"Droogstaand (groot deel)";"Atlantisch";"binnen";NA;"Opp <= 1 ha";2328,183292;"Versie 2.0";"3160";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";279;"1494";1494;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"20";"observatie";100;TRUE;0,333333333333333
"350";"AN_GSV_006_3160_17";"3160";"IV2018010315005388";"AN_GSV_006_3160_17";"AN_GSV_006";"Vincent Smeekens";"2017-08-18";"AN_GSV_006";"hoog";"Droogstaand (groot deel)";"Atlantisch";"binnen";NA;"Opp <= 1 ha";2328,183292;"Versie 2.0";"3160";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";283;"1821";1821;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"40";"observatie";100;FALSE;-0,142857142857143
"351";"AN_HAZ_001_3140_14";"3140";"IV2018102513502132";"AN_HAZ_001_3140_14";"AN_HAZ_001";"Jo Packet & Luc Denys";"2014-09-08";"AN_HAZ_001";"hoog";"Normaal";"Atlantisch";"buiten";"BL_503";"> 50 ha";665511,465029;"Versie 2.0";"3140";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";263;"2398 OR 2391";2398;"voor ondiepe plassen: Secchi-diepte in m";"1.5";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"0";"observatie";NA;FALSE;NA
"352";"AN_HAZ_001_3140_14";"3140";"IV2018102513502132";"AN_HAZ_001_3140_14";"AN_HAZ_001";"Jo Packet & Luc Denys";"2014-09-08";"AN_HAZ_001";"hoog";"Normaal";"Atlantisch";"buiten";"BL_503";"> 50 ha";665511,465029;"Versie 2.0";"3140";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";263;"2398 OR 2391";2391;"voor diepe plassen : Secchi-diepte in m";"3.2";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"2.5";"observatie";NA;FALSE;NA
"353";"AN_HAZ_001_3140_14";"3140";"IV2018102513502132";"AN_HAZ_001_3140_14";"AN_HAZ_001";"Jo Packet & Luc Denys";"2014-09-08";"AN_HAZ_001";"hoog";"Normaal";"Atlantisch";"buiten";"BL_503";"> 50 ha";665511,465029;"Versie 2.0";"3140";"Structuur";"horizontale structuur";"B: kranswiervelden 1 - 10 m<U+00B2>";1;"zb";262;"2112";2112;"grootste vegetatievlek in m²";"1";">";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"354";"AN_HAZ_001_3140_14";"3140";"IV2018102513502132";"AN_HAZ_001_3140_14";"AN_HAZ_001";"Jo Packet & Luc Denys";"2014-09-08";"AN_HAZ_001";"hoog";"Normaal";"Atlantisch";"buiten";"BL_503";"> 50 ha";665511,465029;"Versie 2.0";"3140";"Vegetatie";"sleutelsoorten";"B: kranswiervelden aanwezig; kranswiervelden voor < 50 % bestaande uit sleutelsoorten";1;"b";266;"2135";2135;"kranswiervelden voor > = 50 % sleutelsoorten";"1";"=";NA;"Ja/nee";NA;"Ja/nee";NA;NA;"1";"observatie";NA;TRUE;NA
"355";"AN_HAZ_001_3140_14";"3140";"IV2018102513502132";"AN_HAZ_001_3140_14";"AN_HAZ_001";"Jo Packet & Luc Denys";"2014-09-08";"AN_HAZ_001";"hoog";"Normaal";"Atlantisch";"buiten";"BL_503";"> 50 ha";665511,465029;"Versie 2.0";"3140";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1310;"746";746;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"15";"observatie";100;TRUE;0,5
"356";"AN_HAZ_001_3140_14";"3140";"IV2018102513502132";"AN_HAZ_001_3140_14";"AN_HAZ_001";"Jo Packet & Luc Denys";"2014-09-08";"AN_HAZ_001";"hoog";"Normaal";"Atlantisch";"buiten";"BL_503";"> 50 ha";665511,465029;"Versie 2.0";"3140";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";267;"820";820;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"10";"observatie";100;FALSE;0
"357";"AN_KAL_003_3160_16";"3160";"IV2017040309253000";"AN_KAL_003_3160_16";"AN_KAL_003";"Vincent Smeekens";"2016-09-20";"AN_KAL_003";"hoog";"Normaal";"Atlantisch";"binnen";"52508";"5 ha < Opp < 50 ha";101274,056522;"Versie 2.0";"3160";"Vegetatie";"sleutelsoorten";"B: 2 - 3 sleutelsoorten minstens frequent aanwezig";1;"b";286;"443";443;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"1";"berekend";9;FALSE;-0,5
"358";"AN_KAL_003_3160_16";"3160";"IV2017040309253000";"AN_KAL_003_3160_16";"AN_KAL_003";"Vincent Smeekens";"2016-09-20";"AN_KAL_003";"hoog";"Normaal";"Atlantisch";"binnen";"52508";"5 ha < Opp < 50 ha";101274,056522;"Versie 2.0";"3160";"Verstoring";"elektrisch geleidend vermogen";"B: < 100 <U+00B5>S/cm";1;"b";282;"1967";1967;"elektrische geleidbaarheid in µS cm-1";"100";"<";"µS/cm";"Decimaal getal";NA;"Decimaal getal";NA;"µS/cm";"67.4857142857143";"observatie";NA;TRUE;0,325142857142857
"359";"AN_KAL_003_3160_16";"3160";"IV2017040309253000";"AN_KAL_003_3160_16";"AN_KAL_003";"Vincent Smeekens";"2016-09-20";"AN_KAL_003";"hoog";"Normaal";"Atlantisch";"binnen";"52508";"5 ha < Opp < 50 ha";101274,056522;"Versie 2.0";"3160";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1314;"715";715;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,95
"360";"AN_KAL_003_3160_16";"3160";"IV2017040309253000";"AN_KAL_003_3160_16";"AN_KAL_003";"Vincent Smeekens";"2016-09-20";"AN_KAL_003";"hoog";"Normaal";"Atlantisch";"binnen";"52508";"5 ha < Opp < 50 ha";101274,056522;"Versie 2.0";"3160";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";278;"828";828;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"361";"AN_KAL_003_3160_16";"3160";"IV2017040309253000";"AN_KAL_003_3160_16";"AN_KAL_003";"Vincent Smeekens";"2016-09-20";"AN_KAL_003";"hoog";"Normaal";"Atlantisch";"binnen";"52508";"5 ha < Opp < 50 ha";101274,056522;"Versie 2.0";"3160";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";279;"1494";1494;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"10";"observatie";100;TRUE;0,666666666666667
"362";"AN_KAL_003_3160_16";"3160";"IV2017040309253000";"AN_KAL_003_3160_16";"AN_KAL_003";"Vincent Smeekens";"2016-09-20";"AN_KAL_003";"hoog";"Normaal";"Atlantisch";"binnen";"52508";"5 ha < Opp < 50 ha";101274,056522;"Versie 2.0";"3160";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";283;"1821";1821;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"1";"observatie";100;TRUE;0,966666666666667
"363";"AN_KAL_004_3130a_16";"3130_aom";"IV2017032009542119";"AN_KAL_004_3130a_16";"AN_KAL_004";"Vincent Smeekens & Kevin Scheers";"2016-11-04";"AN_KAL_004";"matig";"Droogstaand (groot deel)";"Atlantisch";"binnen";"BL_16696";"1 ha < Opp <= 5 ha";16361,627731;"Versie 2.0";"3130";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";235;"2399 OR 2385";2399;"voor ondiepe plassen: Secchi-diepte in m";"1.5";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"4";"observatie";NA;TRUE;NA
"364";"AN_KAL_004_3130a_16";"3130_aom";"IV2017032009542119";"AN_KAL_004_3130a_16";"AN_KAL_004";"Vincent Smeekens & Kevin Scheers";"2016-11-04";"AN_KAL_004";"matig";"Droogstaand (groot deel)";"Atlantisch";"binnen";"BL_16696";"1 ha < Opp <= 5 ha";16361,627731;"Versie 2.0";"3130";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";235;"2399 OR 2385";2385;"voor diepe plassen : Secchi-diepte in m";"3.2";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"0";"observatie";NA;FALSE;NA
"365";"AN_KAL_004_3130a_16";"3130_aom";"IV2017032009542119";"AN_KAL_004_3130a_16";"AN_KAL_004";"Vincent Smeekens & Kevin Scheers";"2016-11-04";"AN_KAL_004";"matig";"Droogstaand (groot deel)";"Atlantisch";"binnen";"BL_16696";"1 ha < Opp <= 5 ha";16361,627731;"Versie 2.0";"3130";"Structuur";"horizontale structuur";"B: vegetatievlek 1 - 10 m<U+00B2>";1;"zb";239;"2094";2094;"grootste vegetatievlek in m²";"1";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"0.5";"observatie";NA;FALSE;NA
"366";"AN_KAL_004_3130a_16";"3130_aom";"IV2017032009542119";"AN_KAL_004_3130a_16";"AN_KAL_004";"Vincent Smeekens & Kevin Scheers";"2016-11-04";"AN_KAL_004";"matig";"Droogstaand (groot deel)";"Atlantisch";"binnen";"BL_16696";"1 ha < Opp <= 5 ha";16361,627731;"Versie 2.0";"3130";"Structuur";"oeverzone ZW-zijde";"B: < 2 maal de hoogte van de bomen";1;"b";238;"1856";1856;"bomen tot op de oever";"0";"=";NA;"Ja/nee";NA;"Ja/nee";NA;NA;"0";"observatie";NA;TRUE;NA
"367";"AN_KAL_004_3130a_16";"3130_aom";"IV2017032009542119";"AN_KAL_004_3130a_16";"AN_KAL_004";"Vincent Smeekens & Kevin Scheers";"2016-11-04";"AN_KAL_004";"matig";"Droogstaand (groot deel)";"Atlantisch";"binnen";"BL_16696";"1 ha < Opp <= 5 ha";16361,627731;"Versie 2.0";"3130";"Vegetatie";"sleutelsoorten";"B: 1 of 2 sleutelsoorten (uitgezonderd Moerashertshooi en Vlottende bies) minstens frequent aanwezig";1;"b";247;"415";415;"aantal sleutelsoorten ex vl bies moerashertshooi";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";13;FALSE;-1
"368";"AN_KAL_004_3130a_16";"3130_aom";"IV2017032009542119";"AN_KAL_004_3130a_16";"AN_KAL_004";"Vincent Smeekens & Kevin Scheers";"2016-11-04";"AN_KAL_004";"matig";"Droogstaand (groot deel)";"Atlantisch";"binnen";"BL_16696";"1 ha < Opp <= 5 ha";16361,627731;"Versie 2.0";"3130";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1306;"751";751;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"50";"observatie";100;FALSE;-0,444444444444444
