"ID";"IDPlots";"TypePlot";"Habitattype";"Habitatsubtype";"AnalyseVariabele";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid";"Criterium";"Indicator"
"IV2018030512111847";"2133926";"structuurplot";"6230";"6230_hmo";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2018030512111847";"2133926";"structuurplot";"6230";"6230_hmo";"strooisellaag";"bedekking strooisellaag";"1";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030512111847";"2133926";"structuurplot";"6230";"6230_hmo";"verbossing";"bedekking verbossing";"2";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030512111847";"2133926";"structuurplot";"6230";"6230_hmo";"verbossing";"bedekking verbossing";"2";"Percentage";NA;"%";"Verstoring";"verbossing/verstruweling"
"IV2018030513530737";"2264998";"structuurplot";"6230";"6230_hmo";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2018030513530737";"2264998";"structuurplot";"6230";"6230_hmo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030513530737";"2264998";"structuurplot";"6230";"6230_hmo";"verbossing";"bedekking verbossing";"10";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030513530737";"2264998";"structuurplot";"6230";"6230_hmo";"verbossing";"bedekking verbossing";"10";"Percentage";NA;"%";"Verstoring";"verbossing/verstruweling"
"IV2018030514594211";"3734950";"structuurplot";"6230";"6230_hn";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2018030514594211";"3734950";"structuurplot";"6230";"6230_hn";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030514594211";"3734950";"structuurplot";"6230";"6230_hn";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030514594211";"3734950";"structuurplot";"6230";"6230_hn";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing/verstruweling"
"IV2018030614122464";"7203174";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030614122464";"7203174";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030614122464";"7203174";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing/verstruweling"
"IV2018030711265492";"5624882";"structuurplot";"6410";"6410_ve";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030711265492";"5624882";"structuurplot";"6410";"6410_ve";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030711265492";"5624882";"structuurplot";"6410";"6410_ve";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing/verstruweling"
"IV2018030714233862";"6948370";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030714233862";"6948370";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030714233862";"6948370";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing/verstruweling"
"IV2018030715551163";"783954";"structuurplot";"6230";"6230_ha";"strooisellaag";"bedekking strooisellaag";"6";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030715551163";"783954";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"26";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030715551163";"783954";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"26";"Percentage";NA;"%";"Verstoring";"verbossing/verstruweling"
"IV2018030719244841";"1140434";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030719244841";"1140434";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2018030719244841";"1140434";"structuurplot";"7140";"7140_meso";"betreding_brand";"bedekking structuurschade";NA;"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2018030719244841";"1140434";"structuurplot";"7140";"7140_meso";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030719484292";"1468114";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"5";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030719484292";"1468114";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"5";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2018030719484292";"1468114";"structuurplot";"7140";"7140_oli";"betreding_brand";"bedekking structuurschade";NA;"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2018030719484292";"1468114";"structuurplot";"7140";"7140_oli";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018031009213148";"1367026";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"3";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018031009213148";"1367026";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"3";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2018031009213148";"1367026";"structuurplot";"7140";"7140_oli";"betreding_brand";"bedekking structuurschade";NA;"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2018031009213148";"1367026";"structuurplot";"7140";"7140_oli";"verbossing";"bedekking verbossing";"5";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018031010191687";"222518";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018031010191687";"222518";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2018031010191687";"222518";"structuurplot";"7140";"7140_meso";"betreding_brand";"bedekking structuurschade";NA;"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2018031010191687";"222518";"structuurplot";"7140";"7140_meso";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018031021192601";"1576886";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018031021192601";"1576886";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2018031021192601";"1576886";"structuurplot";"7140";"7140_oli";"betreding_brand";"bedekking structuurschade";NA;"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2018031021192601";"1576886";"structuurplot";"7140";"7140_oli";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018031109022283";"471990";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018031109022283";"471990";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2018031109022283";"471990";"structuurplot";"7140";"7140_meso";"betreding_brand";"bedekking structuurschade";NA;"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2018031109022283";"471990";"structuurplot";"7140";"7140_meso";"verbossing";"bedekking verbossing";"40";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018031113042338";"369974";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018031113042338";"369974";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2018031113042338";"369974";"structuurplot";"7140";"7140_meso";"betreding_brand";"bedekking structuurschade";NA;"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2018031113042338";"369974";"structuurplot";"7140";"7140_meso";"verbossing";"bedekking verbossing";"3";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018031113285776";"717750";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018031113285776";"717750";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2018031113285776";"717750";"structuurplot";"7140";"7140_oli";"betreding_brand";"bedekking structuurschade";NA;"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2018031113285776";"717750";"structuurplot";"7140";"7140_oli";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018082008574310";"589698";"structuurplot";"6230";"6230_hnk";"nLevensvormen";"aantal levensvormen aanwezig";"2";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2018082008574310";"589698";"structuurplot";"6230";"6230_hnk";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018082008574310";"589698";"structuurplot";"6230";"6230_hnk";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018082008574310";"589698";"structuurplot";"6230";"6230_hnk";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%";"Verstoring";"verbossing/verstruweling"
"IV2018082408442571";"6102322";"structuurplot";"6410";"6410_ve";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018082408442571";"6102322";"structuurplot";"6410";"6410_ve";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018082408442571";"6102322";"structuurplot";"6410";"6410_ve";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing/verstruweling"
