"ID";"Habitattype";"Habitatsubtype";"Versie";"OppKl";"Oppervlakte_plas";"SBZH";"Regio";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"AN_SNE_006_3130a_18";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";44217,188934;"binnen";"Atlantisch";6;8;1;75;0
"AN_SNE_006_3130a_18";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";44217,188934;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"AN_SNE_008_3130a_18";"3130";"3130_aom";"Versie 2.0";"5 ha < Opp < 50 ha";76267,550941;"binnen";"Atlantisch";4;8;2;50;0
"AN_SNE_008_3130a_18";"3130";"3130_aom";"Versie 3";"5 ha < Opp < 50 ha";76267,550941;"binnen";"Atlantisch";3;6;2;50;0
"AN_SPB_002_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";554,795002;"binnen";"Atlantisch";6;8;1;75;0
"AN_SPB_002_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";554,795002;"binnen";"Atlantisch";4;6;2;66,6666666666667;0
"AN_STB_001_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";107,689245;"binnen";"Atlantisch";5;5;0;100;1
"AN_STB_001_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";107,689245;"binnen";"Atlantisch";3;5;2;60;0
"AN_TIE_002_3130a_17";"3130";"3130_aom";"Versie 2.0";"5 ha < Opp < 50 ha";81135,950512;"binnen";"Atlantisch";3;8;3;37,5;0
"AN_TIE_002_3130a_17";"3130";"3130_aom";"Versie 3";"5 ha < Opp < 50 ha";81135,950512;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"AN_TIE_002_3160_17";"3160";"3160";"Versie 2.0";"5 ha < Opp < 50 ha";81135,950512;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"AN_TIE_002_3160_17";"3160";"3160";"Versie 3";"5 ha < Opp < 50 ha";81135,950512;"binnen";"Atlantisch";2;5;2;40;0
"AN_TIK_002_3130a_16";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";1878,47036;"binnen";"Atlantisch";7;8;1;87,5;0
"AN_TIK_002_3130a_16";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";1878,47036;"binnen";"Atlantisch";3;6;2;50;0
"AN_TUR_001_3130a_16";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";1456,533268;"binnen";"Atlantisch";6;8;1;75;0
"AN_TUR_001_3130a_16";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";1456,533268;"binnen";"Atlantisch";3;6;2;50;0
"AN_TVG_002_3110_18";"3110";"3110";"Versie 2.0";"5 ha < Opp < 50 ha";84929,308151;"binnen";"Atlantisch";8;9;0;88,8888888888889;1
"AN_TVG_002_3110_18";"3110";"3110";"Versie 3";"5 ha < Opp < 50 ha";84929,308151;"binnen";"Atlantisch";3;6;2;50;0
"AN_TVG_002_3130a_18";"3130";"3130_aom";"Versie 2.0";"5 ha < Opp < 50 ha";84929,308151;"binnen";"Atlantisch";8;8;0;100;1
"AN_TVG_002_3130a_18";"3130";"3130_aom";"Versie 3";"5 ha < Opp < 50 ha";84929,308151;"binnen";"Atlantisch";3;6;2;50;0
"AN_TVG_002_3130n_18";"3130";"3130_na";"Versie 2.0";"5 ha < Opp < 50 ha";84929,308151;"binnen";"Atlantisch";6;7;0;85,7142857142857;1
"AN_TVG_002_3130n_18";"3130";"3130_na";"Versie 3";"5 ha < Opp < 50 ha";84929,308151;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"AN_TVG_003_3130a_16";"3130";"3130_aom";"Versie 2.0";"5 ha < Opp < 50 ha";54973,859318;"binnen";"Atlantisch";6;8;1;75;0
"AN_TVG_003_3130a_16";"3130";"3130_aom";"Versie 3";"5 ha < Opp < 50 ha";54973,859318;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"AN_TVG_003_3130n_16";"3130";"3130_na";"Versie 2.0";"5 ha < Opp < 50 ha";54973,859318;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"AN_TVG_003_3130n_16";"3130";"3130_na";"Versie 3";"5 ha < Opp < 50 ha";54973,859318;"binnen";"Atlantisch";3;6;2;50;0
"AN_TVG_004_3130a_16";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";1721,956276;"binnen";"Atlantisch";7;8;1;87,5;0
"AN_TVG_004_3130a_16";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";1721,956276;"binnen";"Atlantisch";3;6;2;50;0
"AN_TVG_005_3110_18";"3110";"3110";"Versie 2.0";"1 ha < Opp <= 5 ha";36234,007214;"binnen";"Atlantisch";8;9;1;88,8888888888889;0
"AN_TVG_005_3110_18";"3110";"3110";"Versie 3";"1 ha < Opp <= 5 ha";36234,007214;"binnen";"Atlantisch";4;6;2;66,6666666666667;0
"AN_TVG_005_3130a_18";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";36234,007214;"binnen";"Atlantisch";8;8;0;100;1
"AN_TVG_005_3130a_18";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";36234,007214;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"AN_TVG_005_3130n_18";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";36234,007214;"binnen";"Atlantisch";6;7;0;85,7142857142857;1
"AN_TVG_005_3130n_18";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";36234,007214;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"AN_VOL_001_3130a_16";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";6135,532871;"binnen";"Atlantisch";4;8;1;50;0
"AN_VOL_001_3130a_16";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";6135,532871;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"AN_VOL_002_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";3958,81284;"binnen";"Atlantisch";6;8;1;75;0
"AN_VOL_002_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";3958,81284;"binnen";"Atlantisch";4;6;2;66,6666666666667;0
"AN_VOL_002_3130n_18";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";3958,81284;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"AN_VOL_002_3130n_18";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";3958,81284;"binnen";"Atlantisch";3;6;2;50;0
"AN_VVM_001_3130n_16";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";3299,12944;"binnen";"Atlantisch";2;7;4;28,5714285714286;0
"AN_VVM_001_3130n_16";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";3299,12944;"binnen";"Atlantisch";1;6;4;16,6666666666667;0
"AN_VVM_002_3160_16";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";7147,407295;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"AN_VVM_002_3160_16";"3160";"3160";"Versie 3";"Opp <= 1 ha";7147,407295;"binnen";"Atlantisch";2;5;2;40;0
"AN_VVM_003_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";423,448551;"buiten";"Atlantisch";7;8;1;87,5;0
"AN_VVM_003_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";423,448551;"buiten";"Atlantisch";2;6;3;33,3333333333333;0
"AN_VVM_004_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";9018,33725;"buiten";"Atlantisch";3;8;3;37,5;0
"AN_VVM_004_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";9018,33725;"buiten";"Atlantisch";2;6;3;33,3333333333333;0
"AN_VVM_004_3160_18";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";9018,33725;"buiten";"Atlantisch";4;6;1;66,6666666666667;0
"AN_VVM_004_3160_18";"3160";"3160";"Versie 3";"Opp <= 1 ha";9018,33725;"buiten";"Atlantisch";3;5;1;60;0
"AN_ZAM_002_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";771,373142;"binnen";"Atlantisch";3;5;1;60;0
"AN_ZAM_002_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";771,373142;"binnen";"Atlantisch";2;5;2;40;0
"AN_ZAM_003_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";1522,384792;"binnen";"Atlantisch";3;5;1;60;0
"AN_ZAM_003_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";1522,384792;"binnen";"Atlantisch";3;5;1;60;0
"AN_ZEG_002_3130n_17";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";43779,012199;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"AN_ZEG_002_3130n_17";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";43779,012199;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"AN_ZEG_002_3150_17";"3150";"3150";"Versie 2.0";"1 ha < Opp <= 5 ha";43779,012199;"binnen";"Atlantisch";3;5;0;60;1
"AN_ZEG_002_3150_17";"3150";"3150";"Versie 3";"1 ha < Opp <= 5 ha";43779,012199;"binnen";"Atlantisch";3;5;1;60;0
"AN_ZEG_003_3150_17";"3150";"3150";"Versie 2.0";"5 ha < Opp < 50 ha";192394,179955;"binnen";"Atlantisch";5;5;0;100;1
"AN_ZEG_003_3150_17";"3150";"3150";"Versie 3";"5 ha < Opp < 50 ha";192394,179955;"binnen";"Atlantisch";3;5;2;60;0
"AN_ZEG_004_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";2669,631702;"binnen";"Atlantisch";4;8;1;50;0
"AN_ZEG_004_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";2669,631702;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_ABH_011_3160_17";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";13921,384739;"binnen";"Atlantisch";3;6;2;50;0
"LI_ABH_011_3160_17";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";13921,384739;"binnen";"Atlantisch";2;5;2;40;0
"LI_BAT_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";39875,486691;"binnen";"Atlantisch";3;8;3;37,5;0
"LI_BAT_001_3130a_18";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";39875,486691;"binnen";"Atlantisch";1;6;4;16,6666666666667;0
"LI_BAT_001_3160_18";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";39875,486691;"binnen";"Atlantisch";3;6;2;50;0
"LI_BAT_001_3160_18";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";39875,486691;"binnen";"Atlantisch";1;5;3;20;0
"LI_BBV_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";899,419361;"binnen";"Atlantisch";7;8;1;87,5;0
"LI_BBV_001_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";899,419361;"binnen";"Atlantisch";3;6;2;50;0
"LI_BEG_002_3130a_18";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";10549,089981;"binnen";"Atlantisch";5;8;1;62,5;0
"LI_BEG_002_3130a_18";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";10549,089981;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_BEG_003_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";1561,732288;"binnen";"Atlantisch";7;8;1;87,5;0
"LI_BEG_003_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";1561,732288;"binnen";"Atlantisch";3;6;2;50;0
"LI_BER_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"5 ha < Opp < 50 ha";150207,242523;"binnen";"Atlantisch";6;8;1;75;0
"LI_BER_001_3130a_18";"3130";"3130_aom";"Versie 3";"5 ha < Opp < 50 ha";150207,242523;"binnen";"Atlantisch";3;6;2;50;0
"LI_BER_001_3130n_18";"3130";"3130_na";"Versie 2.0";"5 ha < Opp < 50 ha";150207,242523;"binnen";"Atlantisch";6;7;0;85,7142857142857;1
"LI_BER_001_3130n_18";"3130";"3130_na";"Versie 3";"5 ha < Opp < 50 ha";150207,242523;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_BER_003_3130n_18";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";17273,322865;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_BER_003_3130n_18";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";17273,322865;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_BER_003_3140_18";"3140";"3140";"Versie 2.0";"1 ha < Opp <= 5 ha";17273,322865;"binnen";"Atlantisch";4;5;1;80;0
"LI_BER_003_3140_18";"3140";"3140";"Versie 3";"1 ha < Opp <= 5 ha";17273,322865;"binnen";"Atlantisch";4;5;1;80;0
"LI_BER_004_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";1592,331173;"binnen";"Atlantisch";6;8;1;75;0
"LI_BER_004_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";1592,331173;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_BOK_001_3150_18";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";7373,111309;"binnen";"Atlantisch";5;5;0;100;1
"LI_BOK_001_3150_18";"3150";"3150";"Versie 3";"Opp <= 1 ha";7373,111309;"binnen";"Atlantisch";5;5;0;100;1
"LI_BOK_002_3130n_18";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";35800,909416;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_BOK_002_3130n_18";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";35800,909416;"binnen";"Atlantisch";3;6;2;50;0
"LI_BOK_003_3130n_18";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";22321,763317;"binnen";"Atlantisch";6;7;0;85,7142857142857;1
"LI_BOK_003_3130n_18";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";22321,763317;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_BOK_004_3130a_16";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";24757,82822;"binnen";"Atlantisch";7;8;0;87,5;1
"LI_BOK_004_3130a_16";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";24757,82822;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_BOK_004_3130n_16";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";24757,82822;"binnen";"Atlantisch";6;7;0;85,7142857142857;1
"LI_BOK_004_3130n_16";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";24757,82822;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_BOK_006_3130a_16";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";6854,46545;"binnen";"Atlantisch";7;8;0;87,5;1
"LI_BOK_006_3130a_16";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";6854,46545;"binnen";"Atlantisch";3;6;2;50;0
"LI_BOK_006_3130n_16";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";6854,46545;"binnen";"Atlantisch";4;7;2;57,1428571428571;0
"LI_BOK_006_3130n_16";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";6854,46545;"binnen";"Atlantisch";3;6;2;50;0
"LI_BOK_007_3130a_17";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";25272,535984;"binnen";"Atlantisch";6;8;1;75;0
"LI_BOK_007_3130a_17";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";25272,535984;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_BOK_007_3130n_17";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";25272,535984;"binnen";"Atlantisch";6;7;0;85,7142857142857;1
"LI_BOK_007_3130n_17";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";25272,535984;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_BOK_008_3130a_16";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";4985,520946;"binnen";"Atlantisch";4;8;2;50;0
"LI_BOK_008_3130a_16";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";4985,520946;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_BOK_008_3130n_16";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";4985,520946;"binnen";"Atlantisch";3;7;3;42,8571428571429;0
"LI_BOK_008_3130n_16";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";4985,520946;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_DKV_002_3140_17";"3140";"3140";"Versie 2.0";"Opp <= 1 ha";152,154621;"binnen";"Atlantisch";4;5;1;80;0
"LI_DKV_002_3140_17";"3140";"3140";"Versie 3";"Opp <= 1 ha";152,154621;"binnen";"Atlantisch";3;5;2;60;0
"LI_DON_002_3130a_17";"3130";"3130_aom";"Versie 2.0";"5 ha < Opp < 50 ha";50477,601448;"binnen";"Atlantisch";2;8;4;25;0
"LI_DON_002_3130a_17";"3130";"3130_aom";"Versie 3";"5 ha < Opp < 50 ha";50477,601448;"binnen";"Atlantisch";1;6;4;16,6666666666667;0
"LI_DON_002_3160_17";"3160";"3160";"Versie 2.0";"5 ha < Opp < 50 ha";50477,601448;"binnen";"Atlantisch";4;6;2;66,6666666666667;0
"LI_DON_002_3160_17";"3160";"3160";"Versie 3";"5 ha < Opp < 50 ha";50477,601448;"binnen";"Atlantisch";4;5;1;80;0
"LI_DON_003_3160_17";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";1484,459328;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_DON_003_3160_17";"3160";"3160";"Versie 3";"Opp <= 1 ha";1484,459328;"binnen";"Atlantisch";3;5;1;60;0
"LI_EGO_001_3150_18";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";95,344122;"binnen";"Atlantisch";4;5;1;80;0
"LI_EGO_001_3150_18";"3150";"3150";"Versie 3";"Opp <= 1 ha";95,344122;"binnen";"Atlantisch";4;5;1;80;0
"LI_HAG_001_3160_18";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";2653,010189;"binnen";"Atlantisch";5;6;1;83,3333333333333;0
"LI_HAG_001_3160_18";"3160";"3160";"Versie 3";"Opp <= 1 ha";2653,010189;"binnen";"Atlantisch";3;5;2;60;0
"LI_HAG_002_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";194,639362;"binnen";"Atlantisch";6;8;2;75;0
"LI_HAG_002_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";194,639362;"binnen";"Atlantisch";1;6;4;16,6666666666667;0
"LI_HAG_003_3160_18";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";893,817307;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_HAG_003_3160_18";"3160";"3160";"Versie 3";"Opp <= 1 ha";893,817307;"binnen";"Atlantisch";2;5;2;40;0
"LI_HAG_004_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";10156,040855;"binnen";"Atlantisch";7;8;0;87,5;1
"LI_HAG_004_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";10156,040855;"binnen";"Atlantisch";3;6;2;50;0
"LI_HAG_004_3130n_18";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";10156,040855;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_HAG_004_3130n_18";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";10156,040855;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_HOE_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";8865,684246;"binnen";"Atlantisch";7;8;0;87,5;1
"LI_HOE_001_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";8865,684246;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_JUF_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";34838,577919;"binnen";"Atlantisch";5;8;2;62,5;0
"LI_JUF_001_3130a_18";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";34838,577919;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_JUF_001_3130n_18";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";34838,577919;"binnen";"Atlantisch";4;7;2;57,1428571428571;0
"LI_JUF_001_3130n_18";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";34838,577919;"binnen";"Atlantisch";3;6;2;50;0
"LI_LAN_008_3150_16";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";9282,693283;"binnen";"Atlantisch";2;5;1;40;0
"LI_LAN_008_3150_16";"3150";"3150";"Versie 3";"Opp <= 1 ha";9282,693283;"binnen";"Atlantisch";1;5;3;20;0
"LI_LOM_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";11299,603226;"buiten";"Atlantisch";7;8;0;87,5;1
"LI_LOM_001_3130a_18";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";11299,603226;"buiten";"Atlantisch";5;6;0;83,3333333333333;1
"LI_MAT_001_3130n_16";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";33350,516384;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_MAT_001_3130n_16";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";33350,516384;"binnen";"Atlantisch";3;6;2;50;0
"LI_MAT_002_3130a_16";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";15539,41119;"binnen";"Atlantisch";6;8;1;75;0
"LI_MAT_002_3130a_16";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";15539,41119;"binnen";"Atlantisch";1;6;4;16,6666666666667;0
"LI_MAT_002_3130n_16";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";15539,41119;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_MAT_002_3130n_16";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";15539,41119;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_MAT_002_3140_16";"3140";"3140";"Versie 2.0";"1 ha < Opp <= 5 ha";15539,41119;"binnen";"Atlantisch";5;5;0;100;1
"LI_MAT_002_3140_16";"3140";"3140";"Versie 3";"1 ha < Opp <= 5 ha";15539,41119;"binnen";"Atlantisch";1;5;4;20;0
"LI_MAT_003_3150_16";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";2858,853298;"binnen";"Atlantisch";3;5;1;60;0
"LI_MAT_003_3150_16";"3150";"3150";"Versie 3";"Opp <= 1 ha";2858,853298;"binnen";"Atlantisch";1;5;3;20;0
"LI_MAT_004_3130n_16";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";15155,190968;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_MAT_004_3130n_16";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";15155,190968;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_MAT_007_3140_16";"3140";"3140";"Versie 2.0";"1 ha < Opp <= 5 ha";31704,343483;"binnen";"Atlantisch";5;5;0;100;1
"LI_MAT_007_3140_16";"3140";"3140";"Versie 3";"1 ha < Opp <= 5 ha";31704,343483;"binnen";"Atlantisch";4;5;1;80;0
"LI_MAT_007_3150_16";"3150";"3150";"Versie 2.0";"1 ha < Opp <= 5 ha";31704,343483;"binnen";"Atlantisch";5;5;0;100;1
"LI_MAT_007_3150_16";"3150";"3150";"Versie 3";"1 ha < Opp <= 5 ha";31704,343483;"binnen";"Atlantisch";4;5;1;80;0
"LI_MAT_009_3130n_16";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";19470,1949;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_MAT_009_3130n_16";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";19470,1949;"binnen";"Atlantisch";3;6;2;50;0
"LI_MAT_011_3130n_18";"3130";"3130_na";"Versie 2.0";"5 ha < Opp < 50 ha";97194,011292;"binnen";"Atlantisch";6;7;0;85,7142857142857;1
"LI_MAT_011_3130n_18";"3130";"3130_na";"Versie 3";"5 ha < Opp < 50 ha";97194,011292;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_MAT_012_3130n_18";"3130";"3130_na";"Versie 2.0";"5 ha < Opp < 50 ha";81555,021137;"binnen";"Atlantisch";7;7;0;100;1
"LI_MAT_012_3130n_18";"3130";"3130_na";"Versie 3";"5 ha < Opp < 50 ha";81555,021137;"binnen";"Atlantisch";6;6;0;100;1
"LI_MEC_001_3160_16";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";3408,070621;"binnen";"Atlantisch";5;6;1;83,3333333333333;0
"LI_MEC_001_3160_16";"3160";"3160";"Versie 3";"Opp <= 1 ha";3408,070621;"binnen";"Atlantisch";4;5;1;80;0
"LI_MEC_002_3160_16";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";12692,052078;"binnen";"Atlantisch";5;6;1;83,3333333333333;0
"LI_MEC_002_3160_16";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";12692,052078;"binnen";"Atlantisch";4;5;1;80;0
"LI_MLV_002_3130n_18";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";6516,441246;"binnen";"Atlantisch";4;7;2;57,1428571428571;0
"LI_MLV_002_3130n_18";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";6516,441246;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_MLV_010_3130a_17";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";11163,913715;"binnen";"Atlantisch";6;8;2;75;0
"LI_MLV_010_3130a_17";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";11163,913715;"binnen";"Atlantisch";1;6;4;16,6666666666667;0
"LI_MLV_010_3130n_17";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";11163,913715;"binnen";"Atlantisch";4;7;2;57,1428571428571;0
"LI_MLV_010_3130n_17";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";11163,913715;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_MLV_010_3140_17";"3140";"3140";"Versie 2.0";"1 ha < Opp <= 5 ha";11163,913715;"binnen";"Atlantisch";4;5;1;80;0
"LI_MLV_010_3140_17";"3140";"3140";"Versie 3";"1 ha < Opp <= 5 ha";11163,913715;"binnen";"Atlantisch";2;5;3;40;0
"LI_MLV_011_3130n_18";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";18107,591152;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_MLV_011_3130n_18";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";18107,591152;"binnen";"Atlantisch";3;6;2;50;0
"LI_MLV_014_3130n_18";"3130";"3130_na";"Versie 2.0";"5 ha < Opp < 50 ha";146240,797993;"binnen";"Atlantisch";6;7;0;85,7142857142857;1
"LI_MLV_014_3130n_18";"3130";"3130_na";"Versie 3";"5 ha < Opp < 50 ha";146240,797993;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
